,Finance company,Public company,Before,Operation,After,Date
11673,B.Riley,Zynex,买进,维持在,买进,2019-10-22
11674,富国银行,DollarTree,强于大盘,维持在,强于大盘,2019-10-22
11675,B.Riley,Stamps.com,中性,维持在,中性,2019-10-22
11676,B.Riley,USSilica,买进,维持在,买进,2019-10-22
11677,摩根士丹利,科蒂,中性,维持在,中性,2019-10-22
11678,Sidoti&Co.,CareerEducation,买进,维持在,买进,2019-10-22
11679,德银,Teradata,持有,维持在,持有,2019-10-22
11680,德银,猫途鹰,买进,维持在,买进,2019-10-22
11681,德银,苹果公司,持有,维持在,持有,2019-10-22
11682,德银,SeattleGenetics,持有,维持在,持有,2019-10-22
11683,DADavidson,NIC,中性,维持在,中性,2019-10-22
11684,DADavidson,DonnelleyFinclSolutions,买进,维持在,买进,2019-10-22
11685,DADavidson,科蒂,中性,维持在,中性,2019-10-22
11686,Cowen&Co.,哈里伯顿公司,强于大盘,维持在,强于大盘,2019-10-22
11687,Stifel,哈里伯顿公司,买进,维持在,买进,2019-10-22
11688,RothCapital,Stamps.com,中性,维持在,中性,2019-10-22
11689,BMOCapital,ZionsBancorp,与大盘一致,维持在,与大盘一致,2019-10-22
11690,Oppenheimer,LendingTree,强于大盘,维持在,强于大盘,2019-10-22
11691,Oppenheimer,SeattleGenetics,强于大盘,维持在,强于大盘,2019-10-22
11692,加皇资本市场,哈里伯顿公司,强于大盘,维持在,强于大盘,2019-10-22
11693,摩根士丹利,Zscaler,减持,维持在,减持,2019-10-22
11694,摩根士丹利,ValeroEnergy,增持,维持在,增持,2019-10-22
11695,BMOCapital,WestamericaBancorp,与大盘一致,维持在,与大盘一致,2019-10-22
11696,摩根士丹利,SignatureBank,增持,维持在,增持,2019-10-22
11697,摩根大通,TEConnectivity初始,中性,定为,中性,2019-10-22
11698,摩根士丹利,Phillips66,中性,维持在,中性,2019-10-22
11699,摩根士丹利,MarathonPetroleum,增持,维持在,增持,2019-10-22
11700,摩根士丹利,Lennox,减持,维持在,减持,2019-10-22
11701,摩根士丹利,华美银行集团,增持,维持在,增持,2019-10-22
11702,摩根士丹利,Comerica,增持,维持在,增持,2019-10-22
11703,摩根士丹利,BankOZK,中性,维持在,中性,2019-10-22
11704,AtlanticEquities,美国银行,中性,上调,增持,2019-10-22
11705,SVBLeerink,AclarisTherapeutics,与大盘一致,上调,强于大盘,2019-10-22
11706,SandlerO'Neill,IBERIABANK,买进,下调,持有,2019-10-22
11707,SeaportGlobal,SPXCorp初始,买进,定为,买进,2019-10-22
11708,NationalSecurities,Boxlight初始,买进,定为,买进,2019-10-22
11709,BMOCapital,Kennametal,与大盘一致,维持在,与大盘一致,2019-10-22
11710,花旗集团,安博,买进,维持在,买进,2019-10-22
11711,Wedbush,DelTacoRestaurants,强于大盘,维持在,强于大盘,2019-10-22
11712,RaymondJames,ZionsBancorp,强烈建议买进,维持在,强烈建议买进,2019-10-22
11713,花旗集团,VertexPharmaceuticals,买进,维持在,买进,2019-10-22
11714,Wedbush,ZionsBancorp,中性,维持在,中性,2019-10-22
11715,RaymondJames,Mohawk,强于大盘,维持在,强于大盘,2019-10-22
11716,Wedbush,慧荣科技初始,中性,定为,中性,2019-10-22
11717,RaymondJames,BankofCommerceHldgs,强于大盘,维持在,强于大盘,2019-10-22
11718,Oppenheimer,Nevro初始,一致,定为,一致,2019-10-22
11719,Oppenheimer,ShockwaveMedical初始,一致,定为,一致,2019-10-22
11720,麦格理,列维公司初始,强于大盘,定为,强于大盘,2019-10-22
11721,麦格理,KontoorBrands初始,中性,定为,中性,2019-10-22
11722,Oppenheimer,TactileSystemsTech初始,一致,定为,一致,2019-10-22
11723,富国银行,MSCIndustrial,与大盘一致,下调,弱于大盘,2019-10-22
11724,VerticalResearch,VulcanMaterials初始,持有,定为,持有,2019-10-22
11725,Oppenheimer,Pareteum,强于大盘,下调,一致,2019-10-22
11726,EvercoreISIGroup,财捷集团,强于大盘,下调,与大盘一致,2019-10-22
11727,Oppenheimer,VarexImaging初始,强于大盘,定为,强于大盘,2019-10-22
11728,EvercoreISIGroup,SolarWinds,强于大盘,下调,与大盘一致,2019-10-22
11729,Oppenheimer,BeyondAir初始,强于大盘,定为,强于大盘,2019-10-22
11730,Buckingham,OwensCorning,中性,上调,买进,2019-10-22
11731,RaymondJames,MainStreetCapital,强于大盘,下调,与大盘一致,2019-10-22
11732,RaymondJames,AresCapital,强于大盘,下调,与大盘一致,2019-10-22
11733,Oppenheimer,ViewRay初始,强于大盘,定为,强于大盘,2019-10-22
11734,摩根士丹利,Bandwidth,增持,下调,中性,2019-10-22
11735,NationalSecurities,Perficient初始,买进,定为,买进,2019-10-22
11736,摩根大通,安费诺集团初始,中性,定为,中性,2019-10-22
11737,RaymondJames,CovantaHolding,强烈建议买进,下调,与大盘一致,2019-10-22
11738,美国银行,美国德事隆有限公司,买进,下调,中性,2019-10-22
11739,贝雅,SpiritAerosystems,强于大盘,下调,中性,2019-10-22
11740,RaymondJames,OwlRockCapital,强于大盘,下调,与大盘一致,2019-10-22
11741,加皇资本市场,PennantGroup初始,与类股一致,定为,与类股一致,2019-10-22
11742,NorthlandSecurities,Pareteum,强于大盘,下调,与大盘一致,2019-10-22
11743,摩根大通,瞻博网络,减持,上调,中性,2019-10-22
11744,LongbowResearch,Kennametal,买进,下调,中性,2019-10-22
11745,摩根大通,Freshpet,中性,上调,增持,2019-10-22
11746,巴克莱,艺电,增持,下调,中性,2019-10-22
11747,EvercoreISIGroup,Workday,与大盘一致,上调,强于大盘,2019-10-22
11748,EvercoreISIGroup,Anaplan,与大盘一致,上调,强于大盘,2019-10-22
11749,野村证券,Dropbox,中性,上调,买进,2019-10-22
11750,Oppenheimer,Cryolife初始,强于大盘,定为,强于大盘,2019-10-22
11751,摩根大通,ApolloCommlRealEstate,增持,下调,中性,2019-10-22
11752,贝雅,AlbanyInternational,强于大盘,下调,中性,2019-10-22
11753,摩根大通,AppliedOptoelectronics,中性,下调,减持,2019-10-22
11754,ImperialCapital,Discovery,与大盘一致,上调,强于大盘,2019-10-22
11755,汇丰,上海璞泰来新能源科技股份有限公司的首次,持有,定为,持有,2019-10-22
11756,汇丰,深圳市赢合科技股份有限公司的首次,买进,定为,买进,2019-10-22
11757,汇丰,三花智控首次,买进,定为,买进,2019-10-22
11758,汇丰,法拉电子首次,买进,定为,买进,2019-10-22
11759,大华继显,北京汽车,买进,下调,持有,2019-10-22
11760,花旗,莱斯银行,花旗将莱斯银行评级,下调,中性,2019-10-22
11761,大和资本,上汽集团首次,买进,定为,买进,2019-10-22
11762,美国银行,PelotonInteractive初始,买进,定为,买进,2019-10-22
11763,CanaccordGenuity,Itron,买进,维持在,买进,2019-10-21
11764,贝雅,波音公司,强于大盘,下调,中性,2019-10-21
11765,Stifel,美国西南航空,买进,下调,持有,2019-10-21
11766,EvercoreISIGroup,ConsolidatedEdison,弱于大盘,上调,与大盘一致,2019-10-21
11767,StifelNicolaus,JetBlue,持有,上调,买进,2019-10-21
11768,加皇资本市场,CrownHoldings,强于大盘,维持在,强于大盘,2019-10-21
11769,NorthlandCapitalMarkets,TPGPaceHoldings初始,强于大盘,定为,强于大盘,2019-10-21
11770,里昂证券亚洲,本田汽车,买进,下调,强于大盘,2019-10-21
11771,WolfeResearch,Lyft,弱于大盘,上调,与类股一致,2019-10-21
11772,Sidoti&Co.,QuakerChemical,中性,维持在,中性,2019-10-21
11773,瑞士信贷,Snap,强于大盘,维持在,强于大盘,2019-10-21
11774,BMOCapital,奥多比公司,强于大盘,维持在,强于大盘,2019-10-21
11775,BMOCapital,PPG工业公司,与大盘一致,维持在,与大盘一致,2019-10-21
11776,BMOCapital,万宝盛华集团,与大盘一致,维持在,与大盘一致,2019-10-21
11777,BMOCapital,KansasCitySouthern,强于大盘,维持在,强于大盘,2019-10-21
11778,BMOCapital,可口可乐公司,与大盘一致,维持在,与大盘一致,2019-10-21
11779,Needham,ZynerbaPharmaceuticals初始,买进,定为,买进,2019-10-21
11780,BMOCapital,美国运通公司,与大盘一致,维持在,与大盘一致,2019-10-21
11781,LightShedPartners,Snap初始,买进,定为,买进,2019-10-21
11782,Needham,Zogenix初始,买进,定为,买进,2019-10-21
11783,Buckingham,美国航空集团,买进,维持在,买进,2019-10-21
11784,高盛,PelotonInteractive初始,买进,定为,买进,2019-10-21
11785,B.Riley,CoStarGroup,买进,维持在,买进,2019-10-21
11786,B.Riley,Gentex,买进,维持在,买进,2019-10-21
11787,B.Riley,McEwenMining,买进,维持在,买进,2019-10-21
11788,B.Riley,NewmontGoldcorp,中性,维持在,中性,2019-10-21
11789,B.Riley,RoyalGold,买进,维持在,买进,2019-10-21
11790,B.Riley,TurningPointBrands,买进,维持在,买进,2019-10-21
11791,B.Riley,泛林集团,买进,维持在,买进,2019-10-21
11792,摩根士丹利,AdvancedMicroDevices,中性,维持在,中性,2019-10-21
11793,摩根士丹利,嘉信理财集团,增持,维持在,增持,2019-10-21
11794,摩根士丹利,E*Trade,增持,维持在,增持,2019-10-21
11795,摩根士丹利,KansasCitySouthern,中性,维持在,中性,2019-10-21
11796,摩根士丹利,道富银行,减持,维持在,减持,2019-10-21
11797,摩根士丹利,Watsco,中性,维持在,中性,2019-10-21
11798,摩根士丹利,RMRGroup初始,中性,定为,中性,2019-10-21
11799,Gabelli&Co.,美国铝业公司,买进,下调,持有,2019-10-21
11800,EvercoreISIGroup,RegencyCenters,强于大盘,下调,与大盘一致,2019-10-21
11801,美国银行,亚马逊公司,买进,维持在,买进,2019-10-21
11802,花旗集团,KansasCitySouthern,买进,维持在,买进,2019-10-21
11803,花旗集团,芝商所,买进,维持在,买进,2019-10-21
11804,UnionGaming,CenturyCasinos,持有,上调,买进,2019-10-21
11805,花旗集团,AutoZone,买进,维持在,买进,2019-10-21
11806,瑞银,Wintrust,中性,维持在,中性,2019-10-21
11807,RaymondJames,PebblebrookHotelTrust,强于大盘,维持在,强于大盘,2019-10-21
11808,瑞银,SunTrust,中性,维持在,中性,2019-10-21
11809,RaymondJames,InterceptPharmaceuticals,强烈建议买进,维持在,强烈建议买进,2019-10-21
11810,RaymondJames,道富银行,强烈建议买进,维持在,强烈建议买进,2019-10-21
11811,瑞银,M&TBank,中性,维持在,中性,2019-10-21
11812,瑞银,LaboratoryCorporation,买进,维持在,买进,2019-10-21
11813,瑞银,QuestDiagnostics,中性,维持在,中性,2019-10-21
11814,瑞银,USBancorp,中性,维持在,中性,2019-10-21
11815,瑞银,泰瑞达,中性,维持在,中性,2019-10-21
11816,瑞银,道富银行,中性,维持在,中性,2019-10-21
11817,瑞银,浦瑞兴金融集团,中性,维持在,中性,2019-10-21
11818,瑞银,KansasCitySouthern,买进,维持在,买进,2019-10-21
11819,瑞银,ConsolidatedEdison,中性,维持在,中性,2019-10-21
11820,瑞银,美国银行,买进,维持在,买进,2019-10-21
11821,瑞银,SpiritAerosystems,买进,下调,中性,2019-10-21
11822,Needham,PelotonInteractive初始,买进,定为,买进,2019-10-21
11823,RaymondJames,KansasCitySouthern,强烈建议买进,维持在,强烈建议买进,2019-10-21
11824,瑞银,PelotonInteractive初始,买进,定为,买进,2019-10-21
11825,富国银行,斯伦贝谢公司,强于大盘,维持在,强于大盘,2019-10-21
11826,富国银行,ConsolidatedEdison,与大盘一致,维持在,与大盘一致,2019-10-21
11827,RaymondJames,苹果公司,强于大盘,维持在,强于大盘,2019-10-21
11828,富国银行,NVRInc,与大盘一致,维持在,与大盘一致,2019-10-21
11829,美国银行,慧与公司,弱于大盘,上调,买进,2019-10-21
11830,RaymondJames,PelotonInteractive初始,强于大盘,定为,强于大盘,2019-10-21
11831,巴克莱,维亚康姆,中性,维持在,中性,2019-10-21
11832,巴克莱,哥伦比亚广播公司,中性,维持在,中性,2019-10-21
11833,BTIG,ChipotleMexican,买进,维持在,买进,2019-10-21
11834,"Keefe,Bruyette&Woods",OportunFinancial初始,强于大盘,定为,强于大盘,2019-10-21
11835,TelseyAdvisoryGroup,PelotonInteractive初始,强于大盘,定为,强于大盘,2019-10-21
11836,Cowen&Co.,PelotonInteractive初始,强于大盘,定为,强于大盘,2019-10-21
11837,CanaccordGenuity,PelotonInteractive初始,买进,定为,买进,2019-10-21
11838,巴克莱,OportunFinancial初始,增持,定为,增持,2019-10-21
11839,SunTrustRobinsonHumphrey,PelotonInteractive初始,买进,定为,买进,2019-10-21
11840,美国富瑞金融集团,OportunFinancial初始,买进,定为,买进,2019-10-21
11841,摩根大通,OportunFinancial初始,增持,定为,增持,2019-10-21
11842,BTIG,OportunFinancial初始,买进,定为,买进,2019-10-21
11843,Oppenheimer,PelotonInteractive初始,强于大盘,定为,强于大盘,2019-10-21
11844,加皇资本市场,CheniereEnergy初始,强于大盘,定为,强于大盘,2019-10-21
11845,富国银行,EVOPayments初始,强于大盘,定为,强于大盘,2019-10-21
11846,瑞士信贷,RISEEducationCayman,强于大盘,下调,中性,2019-10-21
11847,Stifel,PelotonInteractive初始,买进,定为,买进,2019-10-21
11848,瑞银,IBM,买进,下调,中性,2019-10-21
11849,SeaportGlobal,Sensient,买进,下调,中性,2019-10-21
11850,RaymondJames,AtlanticUnionBankshares,强烈建议买进,下调,强于大盘,2019-10-21
11851,RaymondJames,OmegaHealthcare,强烈建议买进,下调,与大盘一致,2019-10-21
11852,PiperJaffray,ShockwaveMedical初始,增持,定为,增持,2019-10-21
11853,JMPSecurities,IndependenceRealtyTrust,强于大盘,下调,与大盘一致,2019-10-21
11854,"Keefe,Bruyette&Woods",道富银行,弱于大盘,上调,与大盘一致,2019-10-21
11855,EvercoreISIGroup,M&TBank,强于大盘,下调,与大盘一致,2019-10-21
11856,摩根大通,PelotonInteractive初始,增持,定为,增持,2019-10-21
11857,巴克莱,PelotonInteractive初始,增持,定为,增持,2019-10-21
11858,"Keefe,Bruyette&Woods",CapitalaFinance,与大盘一致,下调,弱于大盘,2019-10-21
11859,JMPSecurities,PelotonInteractive初始,强于大盘,定为,强于大盘,2019-10-21
11860,美国银行,DTEEnergy,弱于大盘,上调,中性,2019-10-21
11861,BTIG,KnotOffshorePartners初始,买进,定为,买进,2019-10-21
11862,瑞银,TradewebMarkets,中性,上调,买进,2019-10-21
11863,Cowen&Co.,PBFEnergy,与大盘一致,上调,强于大盘,2019-10-21
11864,FirstAnalysis,Alarm.ComHoldings,强于大盘,上调,强烈建议买进,2019-10-21
11865,BMOCapital,SonocoProducts,弱于大盘,上调,与大盘一致,2019-10-21
11866,花旗集团,RPCInc,卖出,上调,中性,2019-10-21
11867,瑞银,波音公司,买进,下调,中性,2019-10-21
11868,加皇资本市场,Pinterest,与类股一致,上调,强于大盘,2019-10-21
11869,巴克莱,AxonicsModulationTechs初始,增持,定为,增持,2019-10-21
11870,瑞士信贷,波音公司,强于大盘,下调,中性,2019-10-21
11871,RaymondJames,CubeSmart,强于大盘,上调,强烈建议买进,2019-10-21
11872,野村证券,CommScopeHolding,中性,上调,买进,2019-10-21
11873,KeyBanc,PelotonInteractive初始,增持,定为,增持,2019-10-21
11874,KeyBanc,XcelEnergy,增持,维持在,增持,2019-10-21
11875,KeyBanc,NextEraEnergy,增持,维持在,增持,2019-10-21
11876,KeyBanc,FirstEnergy,增持,维持在,增持,2019-10-21
11877,KeyBanc,Entergy,增持,维持在,增持,2019-10-21
11878,KeyBanc,EversourceEnergy,增持,维持在,增持,2019-10-21
11879,KeyBanc,ConsolidatedEdison,增持,维持在,增持,2019-10-21
11880,KeyBanc,Baidu,增持,维持在,增持,2019-10-21
11881,KeyBanc,Avista,减持,维持在,减持,2019-10-21
11882,标普,西部水泥,标普将西部水泥评级,上调,BB,2019-10-21
11883,大和资本,昆仑能源,强于大盘,上调,买进,2019-10-21
11884,Dougherty&Co.,Electromed初始,买进,定为,买进,2019-10-18
11885,CapitalOneFinancial,BrighamMinerals初始,增持,定为,增持,2019-10-18
11886,VerticalGroup,SonocoProducts,卖出,上调,持有,2019-10-18
11887,摩根士丹利,UnionPacific,减持,维持在,减持,2019-10-18
11888,花旗集团,WNSHoldings,买进,维持在,买进,2019-10-18
11889,摩根士丹利,CheesecakeFactory,中性,维持在,中性,2019-10-18
11890,摩根士丹利,TexasRoadhouse,中性,维持在,中性,2019-10-18
11891,花旗集团,斯伦贝谢公司,买进,维持在,买进,2019-10-18
11892,花旗集团,NRGEnergy,买进,维持在,买进,2019-10-18
11893,摩根士丹利,ShakeShack,中性,维持在,中性,2019-10-18
11894,摩根士丹利,霍尼韦尔,增持,维持在,增持,2019-10-18
11895,瑞士信贷,耐克公司,强于大盘,维持在,强于大盘,2019-10-18
11896,花旗集团,M&TBank,中性,维持在,中性,2019-10-18
11897,瑞士信贷,BurlingtonStores,强于大盘,维持在,强于大盘,2019-10-18
11898,摩根士丹利,都福集团,中性,维持在,中性,2019-10-18
11899,花旗集团,HomeBancShares,买进,维持在,买进,2019-10-18
11900,瑞士信贷,RossStores,强于大盘,维持在,强于大盘,2019-10-18
11901,摩根士丹利,ChipotleMexican,中性,维持在,中性,2019-10-18
11902,花旗集团,哈里伯顿公司,买进,维持在,买进,2019-10-18
11903,瑞士信贷,VFCorp,强于大盘,维持在,强于大盘,2019-10-18
11904,摩根士丹利,Bloomin'Brands,中性,维持在,中性,2019-10-18
11905,花旗集团,Fastly,中性,维持在,中性,2019-10-18
11906,摩根士丹利,BJ'sRestaurants,中性,维持在,中性,2019-10-18
11907,花旗集团,都福集团,买进,维持在,买进,2019-10-18
11908,贝雅,Watsco,中性,维持在,中性,2019-10-18
11909,花旗集团,CoreLabs,中性,维持在,中性,2019-10-18
11910,贝雅,WNSHoldings,中性,维持在,中性,2019-10-18
11911,贝雅,美国德事隆有限公司,强于大盘,维持在,强于大盘,2019-10-18
11912,贝雅,SonocoProducts,强于大盘,维持在,强于大盘,2019-10-18
11913,贝雅,实耐宝公司,中性,维持在,中性,2019-10-18
11914,贝雅,PoolCorp,强于大盘,维持在,强于大盘,2019-10-18
11915,贝雅,都福集团,中性,维持在,中性,2019-10-18
11916,贝雅,BadgerMeter,中性,维持在,中性,2019-10-18
11917,DADavidson,BellRingBrands初始,买进,定为,买进,2019-10-18
11918,BMOCapital,UnionPacific,强于大盘,维持在,强于大盘,2019-10-18
11919,BMOCapital,HoughtonMifflinHarcourt,强于大盘,维持在,强于大盘,2019-10-18
11920,巴克莱,CheesecakeFactory,减持,维持在,减持,2019-10-18
11921,巴克莱,TexasRoadhouse,中性,维持在,中性,2019-10-18
11922,巴克莱,M&TBank,增持,维持在,增持,2019-10-18
11923,SunTrustRobinsonHumphrey,安博,买进,维持在,买进,2019-10-18
11924,巴克莱,都福集团,增持,维持在,增持,2019-10-18
11925,SunTrustRobinsonHumphrey,JackInTheBox,买进,维持在,买进,2019-10-18
11926,巴克莱,DineBrandsGlobal,增持,维持在,增持,2019-10-18
11927,SunTrustRobinsonHumphrey,Fiserv,买进,维持在,买进,2019-10-18
11928,巴克莱,DardenRestaurants,增持,维持在,增持,2019-10-18
11929,SunTrustRobinsonHumphrey,CrownCastle,买进,维持在,买进,2019-10-18
11930,巴克莱,Bloomin'Brands,增持,维持在,增持,2019-10-18
11931,SunTrustRobinsonHumphrey,ChipotleMexican,买进,维持在,买进,2019-10-18
11932,巴克莱,BJ'sRestaurants,减持,维持在,减持,2019-10-18
11933,德银,CrownHoldings,买进,维持在,买进,2019-10-18
11934,JMPSecurities,SyrosPharmaceuticals,强于大盘,维持在,强于大盘,2019-10-18
11935,Buckingham,Watsco,中性,维持在,中性,2019-10-18
11936,Buckingham,TrinityIndustries,中性,维持在,中性,2019-10-18
11937,B.Riley,TriumphBancorp,买进,维持在,买进,2019-10-18
11938,B.Riley,ProPetroHolding,买进,维持在,买进,2019-10-18
11939,B.Riley,MatthewsInternational,买进,维持在,买进,2019-10-18
11940,NewStreet,腾讯音乐娱乐集团初始,买进,定为,买进,2019-10-18
11941,瑞士信贷,纽约梅隆银行股份有限公司,中性,维持在,中性,2019-10-18
11942,瑞士信贷,UnionPacific,强于大盘,维持在,强于大盘,2019-10-18
11943,瑞士信贷,美国德事隆有限公司,中性,维持在,中性,2019-10-18
11944,瑞士信贷,Exelon,强于大盘,维持在,强于大盘,2019-10-18
11945,瑞士信贷,Progressive,强于大盘,维持在,强于大盘,2019-10-18
11946,富国银行,RymanHospitality,强于大盘,维持在,强于大盘,2019-10-18
11947,富国银行,RLJLodgingTrust,强于大盘,维持在,强于大盘,2019-10-18
11948,富国银行,菲利普莫里斯国际集团公司,强于大盘,维持在,强于大盘,2019-10-18
11949,富国银行,PebblebrookHotelTrust,与大盘一致,维持在,与大盘一致,2019-10-18
11950,美国银行,WasteManagement,买进,下调,中性,2019-10-18
11951,Benchmark,KushCoHoldings,投机性买进,下调,买进,2019-10-18
11952,富国银行,Nordson,与大盘一致,维持在,与大盘一致,2019-10-18
11953,ArgusResearch,Comerica,买进,下调,持有,2019-10-18
11954,富国银行,凯悦酒店,与大盘一致,维持在,与大盘一致,2019-10-18
11955,美国银行,ApacheCorp,弱于大盘,上调,中性,2019-10-18
11956,富国银行,希尔顿酒店集团,与大盘一致,维持在,与大盘一致,2019-10-18
11957,富国银行,HershaHospitality,弱于大盘,维持在,弱于大盘,2019-10-18
11958,富国银行,FNBCorp,强于大盘,维持在,强于大盘,2019-10-18
11959,富国银行,华美银行集团,强于大盘,维持在,强于大盘,2019-10-18
11960,富国银行,E*Trade,与大盘一致,维持在,与大盘一致,2019-10-18
11961,富国银行,CrownHoldings,强于大盘,维持在,强于大盘,2019-10-18
11962,富国银行,ChoiceHotelsIntl,与大盘一致,维持在,与大盘一致,2019-10-18
11963,RaymondJames,PreferredBkLosAngeles,强于大盘,维持在,强于大盘,2019-10-18
11964,DADavidson,SS&CTechnologies,中性,上调,买进,2019-10-18
11965,美国富瑞金融集团,微博,持有,上调,买进,2019-10-18
11966,野村证券,Equinix,买进,维持在,买进,2019-10-18
11967,瑞银,UnionPacific,买进,维持在,买进,2019-10-18
11968,瑞银,PerkinElmer,中性,维持在,中性,2019-10-18
11969,瑞银,Mednax,卖出,维持在,卖出,2019-10-18
11970,瑞银,Evergy,中性,维持在,中性,2019-10-18
11971,瑞银,PPG工业公司,买进,维持在,买进,2019-10-18
11972,瑞银,IntuitiveSurgical,中性,维持在,中性,2019-10-18
11973,ImperialCapital,哥伦比亚广播公司,强于大盘,维持在,强于大盘,2019-10-18
11974,瑞银,E*Trade,买进,维持在,买进,2019-10-18
11975,瑞银,CrownCastle,中性,维持在,中性,2019-10-18
11976,瑞银,安捷伦科技公司,买进,下调,中性,2019-10-18
11977,TDSecurities,UnionPacific,持有,维持在,持有,2019-10-18
11978,JMPSecurities,AcuityBrands,强于大盘,维持在,强于大盘,2019-10-18
11979,瑞穗,EdisonInternational,买进,维持在,买进,2019-10-18
11980,瑞穗,Humana初始,买进,定为,买进,2019-10-18
11981,瑞穗,AnthemInc.初始,中性,定为,中性,2019-10-18
11982,瑞穗,信诺保险初始,买进,定为,买进,2019-10-18
11983,Wedbush,KeyCorp,中性,维持在,中性,2019-10-18
11984,Wedbush,华美银行集团,强于大盘,维持在,强于大盘,2019-10-18
11985,Wedbush,M&TBank,中性,维持在,中性,2019-10-18
11986,美国银行,NewmarkGroup初始,买进,定为,买进,2019-10-18
11987,CanaccordGenuity,VaalcoEnergy初始,买进,定为,买进,2019-10-18
11988,CompassPoint,ProvidentBancorp初始,买进,定为,买进,2019-10-18
11989,瑞士信贷,盖璞,中性,下调,弱于大盘,2019-10-18
11990,瑞士信贷,梅西百货,中性,下调,弱于大盘,2019-10-18
11991,瑞士信贷,LBrands,中性,下调,弱于大盘,2019-10-18
11992,SVBLeerink,AchillionPharmaceuticals,强于大盘,下调,与大盘一致,2019-10-18
11993,HCWainwright&Co.,Dynavax初始,买进,定为,买进,2019-10-18
11994,H.C.Wainwright,MenloTherapeutics初始,买进,定为,买进,2019-10-18
11995,麦格理,皇家加勒比游轮有限公司,中性,上调,强于大盘,2019-10-18
11996,Guggenheim,Copart,中性,上调,买进,2019-10-18
11997,瑞银,Fluidigm,中性,上调,买进,2019-10-18
11998,BMOCapital,Welbilt初始,与大盘一致,定为,与大盘一致,2019-10-18
11999,Susquehanna,ViaviSolutions初始,正面,定为,正面,2019-10-18
12000,Guggenheim,TandemDiabetesCare初始,买进,定为,买进,2019-10-18
12001,MKMPartners,Snap初始,中性,定为,中性,2019-10-18
12002,MKMPartners,Pinterest初始,中性,定为,中性,2019-10-18
12003,加皇资本市场,WaitrHoldings,强于大盘,下调,与类股一致,2019-10-18
12004,CanaccordGenuity,Insulet,买进,下调,持有,2019-10-18
12005,Susquehanna,NationalInstruments初始,中性,定为,中性,2019-10-18
12006,"Keefe,Bruyette&Woods",M&TBank,强于大盘,下调,与大盘一致,2019-10-18
12007,EvercoreISIGroup,NordicAmerTankers,弱于大盘,上调,与大盘一致,2019-10-18
12008,摩根大通,PPG工业公司,减持,上调,中性,2019-10-18
12009,花旗集团,奥驰亚集团,卖出,上调,中性,2019-10-18
12010,TelseyAdvisoryGroup,StitchFix初始,强于大盘,定为,强于大盘,2019-10-18
12011,Susquehanna,KeysightTechnologies初始,正面,定为,正面,2019-10-18
12012,美国银行,Snap,中性,上调,买进,2019-10-18
12013,RaymondJames,InvestorsRealEstateTr初始,强于大盘,定为,强于大盘,2019-10-18
12014,B.Riley,Intellicheck初始,买进,定为,买进,2019-10-18
12015,EvercoreISIGroup,Frontline,与大盘一致,上调,强于大盘,2019-10-18
12016,Guggenheim,CardiovascularSystems初始,买进,定为,买进,2019-10-18
12017,摩根士丹利,卡特彼勒公司,增持,下调,中性,2019-10-18
12018,ImperialCapital,ShotSpotter,强于大盘,维持在,强于大盘,2019-10-18
12019,KeyBanc,WasteManagement,增持,下调,与类股一致,2019-10-18
12020,大和,隆基股份,买进,下调,强于大盘,2019-10-18
12021,富国银行,IBM,与大盘一致,维持在,与大盘一致,2019-10-17
12022,富国银行,浦瑞兴金融集团,与大盘一致,维持在,与大盘一致,2019-10-17
12023,DADavidson,2U,中性,维持在,中性,2019-10-17
12024,Oppenheimer,IDEAYABiosciences初始,强于大盘,定为,强于大盘,2019-10-17
12025,Oppenheimer,MoleculinBiotech初始,强于大盘,定为,强于大盘,2019-10-17
12026,加皇资本市场,金宝汤初始,强于大盘,定为,强于大盘,2019-10-17
12027,加皇资本市场,好时食品初始,与类股一致,定为,与类股一致,2019-10-17
12028,加皇资本市场,通用磨坊初始,与类股一致,定为,与类股一致,2019-10-17
12029,加皇资本市场,家乐氏初始,与类股一致,定为,与类股一致,2019-10-17
12030,富国银行,安博,与大盘一致,维持在,与大盘一致,2019-10-17
12031,德银,安博,买进,维持在,买进,2019-10-17
12032,DADavidson,DocuSign,买进,维持在,买进,2019-10-17
12033,花旗集团,WestRock,中性,维持在,中性,2019-10-17
12034,花旗集团,TradewebMarkets,中性,维持在,中性,2019-10-17
12035,花旗集团,希悦尔,中性,维持在,中性,2019-10-17
12036,花旗集团,PackagingCorpofAmerica,中性,维持在,中性,2019-10-17
12037,加皇资本市场,Netflix,强于大盘,维持在,强于大盘,2019-10-17
12038,花旗集团,NationalFuelGas,中性,维持在,中性,2019-10-17
12039,花旗集团,MarathonPetroleum,买进,维持在,买进,2019-10-17
12040,花旗集团,国际纸业公司,中性,维持在,中性,2019-10-17
12041,花旗集团,BallCorp,买进,维持在,买进,2019-10-17
12042,花旗集团,BerryGlobalGroup,买进,维持在,买进,2019-10-17
12043,HuberResearch,Netflix,增持,下调,减持,2019-10-17
12044,EvercoreISIGroup,Travelers初始,弱于大盘,定为,弱于大盘,2019-10-17
12045,加皇资本市场,ConagraBrands初始,与类股一致,定为,与类股一致,2019-10-17
12046,EvercoreISIGroup,美国国际集团初始,与大盘一致,定为,与大盘一致,2019-10-17
