,Finance company,Public company,Before,Operation,After,Date
9582,瑞银,IAC/InterActive,296.00美元,下调,290.00美元,2019-11-08
9583,Benchmark,LivePerson,40.00美元,上调,46.00美元,2019-11-08
9584,Benchmark,ACMResearch,24.00美元,下调,19.00美元,2019-11-08
9585,Benchmark,Ansys,230.00美元,上调,235.00美元,2019-11-08
9586,瑞银,VoyaFinancial,59.00美元,上调,65.00美元,2019-11-08
9587,瑞银,Nevro,44.00美元,上调,77.00美元,2019-11-08
9588,高盛,Vornado,69.00美元,定为,69.00美元,2019-11-08
9589,高盛,SLGreenRealty,96.00美元,定为,96.00美元,2019-11-08
9590,高盛,ParamountGroup,13.00美元,定为,13.00美元,2019-11-08
9591,瑞银,MonsterBeverage,52.00美元,上调,53.00美元,2019-11-08
9592,高盛,KilroyRealty,94.00美元,定为,94.00美元,2019-11-08
9593,瑞银,JonesLangLasalle,178.00美元,上调,185.00美元,2019-11-08
9594,高盛,HudsonPacificProperties,41.00美元,定为,41.00美元,2019-11-08
9595,瑞银,HuntingtonIngalls,275.00美元,上调,300.00美元,2019-11-08
9596,高盛,EmpireStateRealtyTrust,15.00美元,定为,15.00美元,2019-11-08
9597,瑞银,HannonArmstrong,27.00美元,上调,29.00美元,2019-11-08
9598,瑞银,Fiserv,120.00美元,上调,125.00美元,2019-11-08
9599,高盛,ColumbiaPropertyTrust,22.00美元,定为,22.00美元,2019-11-08
9600,瑞银,NationalVision,35.00美元,上调,36.00美元,2019-11-08
9601,高盛,BostonProperties,156.00美元,定为,156.00美元,2019-11-08
9602,美国银行,Teradata,48.00美元,下调,33.00美元,2019-11-08
9603,高盛,InvitationHomes,29.00美元,定为,29.00美元,2019-11-08
9604,高盛,UDRInc,53.00美元,定为,53.00美元,2019-11-08
9605,高盛,Mid-AmericaApartment,149.00美元,定为,149.00美元,2019-11-08
9606,高盛,EssexProperty,355.00美元,定为,355.00美元,2019-11-08
9607,高盛,CamdenPropertyTrust,86.00美元,定为,86.00美元,2019-11-08
9608,高盛,AvalonBay,244.00美元,定为,244.00美元,2019-11-08
9609,高盛,ApartmentInvestment,62.00美元,定为,62.00美元,2019-11-08
9610,瑞银,缤客,1960.00美元,上调,2000.00美元,2019-11-08
9611,BarringtonResearch,iHeartMedia,18.00美元,定为,18.00美元,2019-11-08
9612,瑞银,美国国际集团,59.00美元,上调,64.00美元,2019-11-08
9613,大和资本,Baidu,105.00美元,上调,124.00美元,2019-11-08
9614,TelseyAdvisoryGroup,PartyCityHoldco,9.00美元,下调,2.50美元,2019-11-08
9615,野村证券,UltaBeauty,215.00美元,定为,215.00美元,2019-11-08
9616,StifelNicolaus,Teradata,60.00美元,下调,25.00美元,2019-11-08
9617,花旗集团,LexiconPharma,3.00美元,上调,4.00美元,2019-11-08
9618,摩根大通,猫途鹰,48.00美元,下调,28.00美元,2019-11-08
9619,Cowen&Co.,Aircastle,29.00美元,上调,32.00美元,2019-11-08
9620,StifelNicolaus,RaPharmaceuticals,50.00美元,下调,48.00美元,2019-11-08
9621,StifelNicolaus,Dick'sSportingGoods,50.00美元,下调,48.00美元,2019-11-08
9622,高盛,Oshkosh,66.00美元,上调,90.00美元,2019-11-08
9623,高盛,Manitowoc,12.00美元,上调,18.00美元,2019-11-08
9624,野村证券,Costco,300.00美元,定为,300.00美元,2019-11-08
9625,野村证券,,123.00美元,定为,123.00美元,2019-11-08
9626,野村证券,沃尔玛,132.00美元,定为,132.00美元,2019-11-08
9627,野村证券,Lowe's,132.00美元,定为,132.00美元,2019-11-08
9628,BMOCapital,HeclaMining,1.60美元,上调,2.20美元,2019-11-08
9629,野村证券,RossStores,110.00美元,定为,110.00美元,2019-11-08
9630,野村证券,TJXCos,65.00美元,定为,65.00美元,2019-11-08
9631,CantorFitzgerald,cbdMD,3.40美元,定为,3.40美元,2019-11-08
9632,Wedbush,SailPointTechnologies,32.00美元,定为,32.00美元,2019-11-08
9633,Wedbush,Zix,10.00美元,定为,10.00美元,2019-11-08
9634,Wedbush,SlackTechnologies,14.00美元,定为,14.00美元,2019-11-08
9635,野村证券,Dick'sSportingGoods,42.00美元,定为,42.00美元,2019-11-08
9636,CantorFitzgerald,CVSciences,4.20美元,定为,4.20美元,2019-11-08
9637,瑞银,BeyondMeat,85.00美元,定为,85.00美元,2019-11-08
9638,野村证券,BurlingtonStores,220.00美元,定为,220.00美元,2019-11-08
9639,野村证券,BJ'sWholesaleClub,30.00美元,定为,30.00美元,2019-11-08
9640,CCBInternational,Baidu,130.00美元,定为,130.00美元,2019-11-08
9641,Bernstein,Baidu,118.00美元,上调,139.00美元,2019-11-08
9642,野村证券,百思买买进,73.00美元,定为,73.00美元,2019-11-08
9643,巴克莱,AzurePowerGlobal,13.00美元,上调,19.00美元,2019-11-08
9644,野村证券,AutoZone,1250.00美元,定为,1250.00美元,2019-11-08
9645,摩根大通,AtaraBiotherapeutics,43.00美元,下调,22.00美元,2019-11-08
9646,瑞士信贷,AllenaPharmaceuticals,7.00美元,下调,4.00美元,2019-11-08
9647,摩根大通,Albemarle,68.00美元,下调,60.00美元,2019-11-08
9648,野村证券,AdvanceAutoParts,162.00美元,定为,162.00美元,2019-11-08
9649,ImperialCapital,EarthstoneEnergy,5.00美元,上调,6.00美元,2019-11-08
9650,KeyBanc,ZillowGroup,65.00美元,下调,63.00美元,2019-11-08
9651,KeyBanc,Q2Holdings,102.00美元,下调,97.00美元,2019-11-08
9652,野村证券,永升生活服务集团有限公司初始,6.50港元,定为,6.50港元,2019-11-08
9653,招银国际,复宏汉霖初始,61.12港元,定为,61.12港元,2019-11-08
9654,野村,雅生活服务,32.20港元,定为,32.20港元,2019-11-08
9655,美国富瑞金融集团,百度,133.10美元,上调,135.60美元,2019-11-08
9656,大和,百度,105.00美元,上调,124.00美元,2019-11-08
9657,美国富瑞金融,爱奇艺,,上调,20.10美元,2019-11-08
9658,大和,精华光学,,下调,新台币380元,2019-11-08
9659,大和,联想集团,6.50港元,上调,7.00港元,2019-11-08
9660,大和,联亚光电,,上调,新台币315元,2019-11-08
9661,大和资本,吉利汽车,15港元,上调,20港元,2019-11-08
9662,RaymondJames,TwoHarbors,15.00美元,上调,15.50美元,2019-11-08
9663,RaymondJames,TPIComposites,32.00美元,下调,25.00美元,2019-11-08
9664,RaymondJames,LandmarkInfrastructure,20.00美元,下调,19.00美元,2019-11-08
9665,RaymondJames,GenMark,8.00美元,上调,9.00美元,2019-11-08
9666,RaymondJames,AmnealPharmaceuticals,5.00美元,下调,4.00美元,2019-11-08
9667,RaymondJames,ANIPharmaceuticals,82.00美元,下调,75.00美元,2019-11-08
9668,RaymondJames,FlagstarBancorp,42.00美元,下调,41.00美元,2019-11-08
9669,RaymondJames,ExpediaGroup,150.00美元,下调,136.00美元,2019-11-08
9670,RaymondJames,DiamondbackEnergy,120.00美元,下调,110.00美元,2019-11-08
9671,RaymondJames,DexCom,172.00美元,上调,189.00美元,2019-11-08
9672,RaymondJames,Bloomin'Brands,23.00美元,上调,26.00美元,2019-11-08
9673,B.Riley,Xperi,30.00美元,下调,28.00美元,2019-11-08
9674,B.Riley,TutorPerini,18.00美元,上调,23.00美元,2019-11-08
9675,B.Riley,CommunityHealthcareTr,38.00美元,上调,42.00美元,2019-11-08
9676,B.Riley,BlueLinx,28.00美元,下调,25.00美元,2019-11-08
9677,B.Riley,BrooksAutomation,47.00美元,上调,54.00美元,2019-11-08
9678,富国银行,CenturyLink,14.00美元,上调,15.00美元,2019-11-08
9679,富国银行,科蒂,11.00美元,上调,13.00美元,2019-11-08
9680,CanaccordGenuity,TPIComposites,25.00美元,下调,22.00美元,2019-11-08
9681,富国银行,FossilGroup,8.00美元,下调,6.00美元,2019-11-08
9682,CanaccordGenuity,SailPointTechnologies,18.00美元,上调,22.00美元,2019-11-08
9683,CanaccordGenuity,GlobusMedical,57.00美元,上调,60.00美元,2019-11-08
9684,CanaccordGenuity,CPIAerostructures,12.00美元,下调,11.00美元,2019-11-08
9685,巴克莱,PerformanceFoodGroup,44.00美元,上调,47.00美元,2019-11-08
9686,CanaccordGenuity,Bandwidth,88.00美元,下调,60.00美元,2019-11-08
9687,巴克莱,GoDaddy,89.00美元,上调,90.00美元,2019-11-08
9688,CanaccordGenuity,Axogen,30.00美元,下调,25.00美元,2019-11-08
9689,巴克莱,CVSHealth,75.00美元,上调,79.00美元,2019-11-08
9690,巴克莱,CoviaHoldings,3.00美元,下调,2.00美元,2019-11-08
9691,巴克莱,CornerstoneBuilding,5.00美元,上调,6.00美元,2019-11-08
9692,巴克莱,ContinentalResOklahoma,58.00美元,下调,56.00美元,2019-11-08
9693,PiperJaffray,AppliedOptoelectronics,9.50美元,上调,10.00美元,2019-11-08
9694,StifelNicolaus,Macrogenics,25.00美元,下调,21.00美元,2019-11-08
9695,StifelNicolaus,Sea,45.00美元,下调,40.00美元,2019-11-08
9696,StifelNicolaus,Redfin,20.00美元,上调,22.00美元,2019-11-08
9697,StifelNicolaus,PDCEnergy,49.00美元,上调,51.00美元,2019-11-08
9698,StifelNicolaus,美盛公司,23.00美元,上调,24.00美元,2019-11-08
9699,PiperJaffray,elfBeauty,18.00美元,上调,19.00美元,2019-11-08
9700,StifelNicolaus,GluMobile,9.00美元,下调,8.00美元,2019-11-08
9701,StifelNicolaus,GlobalMedicalREIT,11.00美元,上调,12.00美元,2019-11-08
9702,PiperJaffray,AeriePharmaceuticals,53.00美元,下调,48.00美元,2019-11-08
9703,StifelNicolaus,EssentialPropsRealty,25.00美元,上调,27.00美元,2019-11-08
9704,PiperJaffray,MarathonOil,23.00美元,上调,24.00美元,2019-11-08
9705,StifelNicolaus,EldoradoResorts,57.00美元,上调,58.00美元,2019-11-08
9706,PiperJaffray,LivongoHealth,40.00美元,上调,41.00美元,2019-11-08
9707,StifelNicolaus,elfBeauty,16.00美元,上调,18.00美元,2019-11-08
9708,StifelNicolaus,科蒂,11.50美元,上调,13.00美元,2019-11-08
9709,StifelNicolaus,Care.com,10.00美元,上调,12.00美元,2019-11-08
9710,StifelNicolaus,ArcBest,28.00美元,上调,29.00美元,2019-11-08
9711,PiperJaffray,DexCom,182.00美元,上调,200.00美元,2019-11-08
9712,PiperJaffray,Redfin,26.00美元,上调,28.00美元,2019-11-08
9713,StifelNicolaus,BrooksAutomation,43.00美元,上调,50.00美元,2019-11-08
9714,StifelNicolaus,CFIndustries,46.00美元,上调,49.00美元,2019-11-08
9715,StifelNicolaus,Glaukos,73.00美元,下调,69.00美元,2019-11-08
9716,StifelNicolaus,棒约翰,60.00美元,上调,66.00美元,2019-11-08
9717,StifelNicolaus,Upwork,19.00美元,下调,16.00美元,2019-11-08
9718,StifelNicolaus,永利渡假,139.00美元,下调,138.00美元,2019-11-08
9719,StifelNicolaus,EOGResources,116.00美元,下调,115.00美元,2019-11-08
9720,StifelNicolaus,ViveveMedical,1.00美元,定为,1.00美元,2019-11-08
9721,CanaccordGenuity,高通公司,87.00美元,上调,101.00美元,2019-11-08
9722,Cascend,思佳讯,95.00美元,上调,115.00美元,2019-11-08
9723,CanaccordGenuity,Nevro,59.00美元,上调,88.00美元,2019-11-08
9724,CanaccordGenuity,DexCom,185.00美元,上调,195.00美元,2019-11-08
9725,巴克莱,MatchGroupInc.,88.00美元,下调,70.00美元,2019-11-07
9726,巴克莱,EOGResources,146.00美元,下调,132.00美元,2019-11-07
9727,巴克莱,ConchoResources,165.00美元,下调,141.00美元,2019-11-07
9728,StifelNicolaus,ExpediaGroup,135.00美元,下调,125.00美元,2019-11-07
9729,StifelNicolaus,DexCom,190.00美元,上调,200.00美元,2019-11-07
9730,StifelNicolaus,AeriePharmaceuticals,77.00美元,下调,45.00美元,2019-11-07
9731,德银,Costco,274.00美元,上调,286.00美元,2019-11-07
9732,DADavidson,ExpediaGroup,162.00美元,下调,130.00美元,2019-11-07
9733,DADavidson,InterParfums,78.00美元,上调,82.00美元,2019-11-07
9734,Sidoti&Co.,ePlus,94.00美元,上调,103.00美元,2019-11-07
9735,野村证券,MatchGroupInc.,88.00美元,下调,81.00美元,2019-11-07
9736,PiperJaffray,GlobusMedical,62.00美元,上调,65.00美元,2019-11-07
9737,PiperJaffray,GoDaddy,92.00美元,下调,91.00美元,2019-11-07
9738,BMOCapital,Andersons,34.00美元,下调,28.00美元,2019-11-07
9739,Needham,OntoInnovation,47.00美元,定为,47.00美元,2019-11-07
9740,BMOCapital,WestlakeChemical,71.00美元,上调,76.00美元,2019-11-07
9741,BMOCapital,ConstellationPharma,17.00美元,上调,43.00美元,2019-11-07
9742,Needham,SquareInc.,90.00美元,下调,80.00美元,2019-11-07
9743,BMOCapital,Bloomin'Brands,19.00美元,上调,20.00美元,2019-11-07
9744,BMOCapital,AssetMarkFinancial,24.00美元,上调,25.00美元,2019-11-07
9745,Wedbush,ExpediaGroup,128.00美元,下调,117.00美元,2019-11-07
9746,Wedbush,Carvana,70.00美元,上调,75.00美元,2019-11-07
9747,贝雅,GrandCanyonEducation,145.00美元,下调,118.00美元,2019-11-07
9748,贝雅,Fiserv,122.00美元,上调,130.00美元,2019-11-07
9749,贝雅,ConstellationPharma,17.00美元,上调,35.00美元,2019-11-07
9750,摩根士丹利,TeckResources,21.50美元,定为,21.50美元,2019-11-07
9751,摩根士丹利,Freeport-McMoRan,13.30美元,定为,13.30美元,2019-11-07
9752,摩根士丹利,美国铝业公司,25.00美元,定为,25.00美元,2019-11-07
9753,摩根士丹利,DexCom,175.00美元,上调,202.00美元,2019-11-07
9754,摩根士丹利,ExpediaGroup,140.00美元,下调,130.00美元,2019-11-07
9755,摩根士丹利,LiveRampHoldings,58.00美元,上调,60.00美元,2019-11-07
9756,摩根士丹利,Nevro,76.00美元,上调,100.00美元,2019-11-07
9757,Guggenheim,Roku,170.00美元,下调,150.00美元,2019-11-07
9758,Cowen&Co.,TransMedicsGroup,40.00美元,下调,28.00美元,2019-11-07
9759,H.C.Wainwright,ConstellationPharma,18.00美元,上调,50.00美元,2019-11-07
9760,BMOCapital,GrandCanyonEducation,126.00美元,下调,116.00美元,2019-11-07
9761,RaymondJames,CVSHealth,75.00美元,上调,80.00美元,2019-11-07
9762,贝雅,DexCom,195.00美元,上调,240.00美元,2019-11-07
9763,摩根士丹利,OldDominionFreight,146.00美元,上调,200.00美元,2019-11-07
9764,摩根士丹利,Saia,60.00美元,上调,70.00美元,2019-11-07
9765,摩根士丹利,永利渡假,115.00美元,上调,120.00美元,2019-11-07
9766,摩根士丹利,XPOLogistics,78.00美元,上调,84.00美元,2019-11-07
9767,瑞士信贷,Phillips66Partners,56.00美元,上调,60.00美元,2019-11-07
9768,瑞士信贷,永利渡假,120.00美元,上调,125.00美元,2019-11-07
9769,瑞士信贷,Wendy's,21.00美元,上调,22.00美元,2019-11-07
9770,瑞士信贷,棒约翰,56.00美元,上调,66.00美元,2019-11-07
9771,瑞士信贷,ExpediaGroup,164.00美元,下调,159.00美元,2019-11-07
9772,FirstAnalysis,QuotientTechnology,13.00美元,定为,13.00美元,2019-11-07
9773,Buckingham,PerformanceFoodGroup,53.00美元,上调,58.00美元,2019-11-07
9774,Buckingham,Andersons,27.00美元,下调,23.00美元,2019-11-07
9775,Buckingham,洛克希德-马丁公司,405.00美元,上调,450.00美元,2019-11-07
9776,MKMPartners,Bloomin'Brands,20.00美元,上调,26.00美元,2019-11-07
9777,摩根大通,TPIComposites,32.00美元,下调,26.00美元,2019-11-07
9778,摩根大通,SquareInc.,87.00美元,下调,75.00美元,2019-11-07
9779,摩根大通,MolinaHealth,173.00美元,下调,150.00美元,2019-11-07
9780,摩根大通,ExpediaGroup,155.00美元,下调,130.00美元,2019-11-07
9781,摩根大通,BlackKnight,69.00美元,下调,64.00美元,2019-11-07
9782,摩根大通,Bandwidth,90.00美元,下调,55.00美元,2019-11-07
9783,摩根大通,永利渡假,136.00美元,上调,143.00美元,2019-11-07
9784,摩根大通,SolarEdgeTechnologies,100.00美元,上调,105.00美元,2019-11-07
9785,摩根大通,高通公司,88.00美元,上调,97.00美元,2019-11-07
9786,摩根大通,Nevro,62.00美元,上调,80.00美元,2019-11-07
9787,摩根大通,FleetCor,341.00美元,上调,344.00美元,2019-11-07
9788,摩根大通,DexCom,190.00美元,上调,215.00美元,2019-11-07
9789,摩根大通,CompassMinerals,55.00美元,上调,60.00美元,2019-11-07
9790,摩根大通,AresManagement,31.00美元,上调,34.00美元,2019-11-07
9791,摩根大通,ACADIAPharmaceuticals,33.00美元,上调,35.00美元,2019-11-07
9792,富国银行,WestlakeChemical,70.00美元,上调,80.00美元,2019-11-07
9793,富国银行,希悦尔,43.00美元,下调,40.00美元,2019-11-07
9794,富国银行,Nevro,86.00美元,上调,105.00美元,2019-11-07
9795,富国银行,AppleHospitalityREIT,15.00美元,上调,15.50美元,2019-11-07
9796,富国银行,福斯公司,30.00美元,上调,32.00美元,2019-11-07
9797,美国银行,花旗集团,78.00美元,上调,85.00美元,2019-11-07
9798,瑞银,GenesisEnergy,26.00美元,下调,23.00美元,2019-11-07
9799,瑞银,ExpediaGroup,156.00美元,下调,142.00美元,2019-11-07
9800,花旗集团,UltragenyxPharma,66.00美元,下调,45.00美元,2019-11-07
9801,PiperJaffray,SquareInc.,75.00美元,下调,66.00美元,2019-11-07
9802,瑞银,CharlesRiverLabs,147.00美元,下调,145.00美元,2019-11-07
9803,花旗集团,Mid-AmericaApartment,120.00美元,上调,135.00美元,2019-11-07
9804,瑞银,高通公司,73.00美元,上调,87.00美元,2019-11-07
9805,花旗集团,InterParfums,73.00美元,上调,83.00美元,2019-11-07
9806,瑞银,DexCom,160.00美元,上调,185.00美元,2019-11-07
9807,花旗集团,Humana,340.00美元,上调,350.00美元,2019-11-07
9808,瑞银,CVSHealth,71.00美元,上调,78.00美元,2019-11-07
9809,SunTrustRobinsonHumphrey,WestlakeChemical,75.00美元,定为,75.00美元,2019-11-07
9810,花旗集团,ForescoutTechnologies,29.00美元,下调,28.00美元,2019-11-07
9811,Craig-Hallum,Veritone,14.00美元,下调,3.00美元,2019-11-07
9812,瑞银,Amedisys,144.00美元,上调,154.00美元,2019-11-07
9813,花旗集团,艾默生电气公司,77.00美元,上调,83.00美元,2019-11-07
9814,瑞银,AmericanEquity,23.00美元,上调,26.00美元,2019-11-07
9815,花旗集团,CVSHealth,72.00美元,上调,83.00美元,2019-11-07
9816,花旗集团,CamdenPropertyTrust,109.00美元,上调,115.00美元,2019-11-07
9817,美国银行,CamdenPropertyTrust,118.00美元,定为,118.00美元,2019-11-07
9818,花旗集团,CoherusBioSciences,27.00美元,上调,31.00美元,2019-11-07
9819,花旗集团,BrightHorizonsFamily,154.00美元,下调,152.00美元,2019-11-07
9820,花旗集团,ApartmentInvestment,52.00美元,上调,54.00美元,2019-11-07
9821,Fearnleys,PacificDrilling,7.00美元,定为,7.00美元,2019-11-07
9822,美国银行,VistraEnergy,31.00美元,定为,31.00美元,2019-11-07
9823,摩根士丹利,ElancoAnimalHealth,34.00美元,下调,32.00美元,2019-11-07
9824,瑞银,MatchGroupInc.,95.00美元,下调,88.00美元,2019-11-07
9825,PiperJaffray,IonisPharmaceuticals,75.00美元,下调,70.00美元,2019-11-07
9826,PiperJaffray,NektarTherapeutics,50.00美元,下调,35.00美元,2019-11-07
9827,花旗集团,CVSHealth,72.00美元,上调,83.00美元,2019-11-07
9828,瑞穗,UDRInc,52.00美元,下调,50.00美元,2019-11-07
9829,B.Riley,SensusHealthcare,14.00美元,下调,5.50美元,2019-11-07
9830,CantorFitzgerald,GlobusMedical,55.00美元,上调,64.00美元,2019-11-07
9831,CantorFitzgerald,Axogen,21.00美元,下调,19.00美元,2019-11-07
9832,花旗集团,RegeneronPharma,340.00美元,上调,420.00美元,2019-11-07
9833,花旗集团,VonageHoldings,16.00美元,下调,12.00美元,2019-11-07
9834,CantorFitzgerald,AeriePharmaceuticals,62.00美元,下调,30.00美元,2019-11-07
9835,Oppenheimer,Nevro,106.00美元,定为,106.00美元,2019-11-07
9836,StifelNicolaus,SupernusPharmaceuticals,55.00美元,下调,23.00美元,2019-11-07
9837,Rosenblatt,IDEXCorp,185.00美元,定为,185.00美元,2019-11-07
9838,Rosenblatt,Fortive,77.00美元,定为,77.00美元,2019-11-07
9839,摩根大通,RealPage,78.00美元,下调,65.00美元,2019-11-07
9840,PiperJaffray,ExpediaGroup,160.00美元,下调,124.00美元,2019-11-07
9841,摩根大通,Bloomin'Brands,21.00美元,上调,25.00美元,2019-11-07
9842,StifelNicolaus,AvanosMedical,45.00美元,下调,35.00美元,2019-11-07
9843,Rosenblatt,Ametek,115.00美元,定为,115.00美元,2019-11-07
9844,富国银行,AnteroMidstream,10.00美元,下调,8.00美元,2019-11-07
9845,Stephens&Co.,棒约翰,60.00美元,上调,70.00美元,2019-11-07
9846,ImperialCapital,WhitingPetroleum,15.00美元,下调,10.00美元,2019-11-07
9847,ImperialCapital,DiamondbackEnergy,100.00美元,下调,88.00美元,2019-11-07
9848,ImperialCapital,Alarm.ComHoldings,58.00美元,下调,51.00美元,2019-11-07
9849,KeyBanc,VonageHoldings,17.00美元,下调,16.00美元,2019-11-07
9850,KeyBanc,RealPage,76.00美元,下调,72.00美元,2019-11-07
9851,瑞士信贷,Innogy初始,42.9欧元,定为,42.9欧元,2019-11-07
9852,瑞士信贷,E.ON初始,10欧元,定为,10欧元,2019-11-07
9853,美国富瑞金融集团,HugoBoss初始,53欧元,定为,53欧元,2019-11-07
9854,野村证券,香港交易所,309.00港元,下调,291.80港元,2019-11-07
9855,花旗投资研究,德昌电机控股,21.80港元,上调,22.50港元,2019-11-07
9856,大和资本,深圳国际,17.20港元,上调,19.00港元,2019-11-07
9857,大和资本,联咏科技,,上调,新台币240元,2019-11-07
9858,大和资本,台湾晶技,,上调,新台币43.50元,2019-11-07
9859,摩根士丹利,Discovery,32.00美元,下调,30.00美元,2019-11-07
9860,瑞士信贷,家得宝,213.00美元,上调,225.00美元,2019-11-07
9861,BMOCapital,PrimoWater,19.00美元,下调,18.00美元,2019-11-06
9862,BMOCapital,FateTherapeutics,27.00美元,下调,26.00美元,2019-11-06
9863,BMOCapital,AkceaTherapeutics,39.00美元,下调,36.00美元,2019-11-06
9864,贝雅,PelotonInteractive,28.00美元,上调,29.00美元,2019-11-06
9865,Stifel,RedRobin,35.00美元,下调,32.00美元,2019-11-06
9866,BMOCapital,RegeneronPharma,344.00美元,上调,358.00美元,2019-11-06
9867,BMOCapital,QTSRealtyTrust,50.00美元,上调,60.00美元,2019-11-06
9868,BMOCapital,安博,85.00美元,上调,95.00美元,2019-11-06
9869,BMOCapital,Louisiana-Pacific,28.00美元,上调,34.00美元,2019-11-06
9870,BMOCapital,CenturyAluminum,7.00美元,上调,9.00美元,2019-11-06
9871,BMOCapital,CoeurMining,5.50美元,上调,6.25美元,2019-11-06
9872,BMOCapital,CrossCountryHealthcare,10.00美元,上调,12.00美元,2019-11-06
9873,B.Riley,IchorHoldings,35.00美元,上调,40.00美元,2019-11-06
9874,B.Riley,CONSOLEnergy,27.00美元,下调,24.00美元,2019-11-06
9875,B.Riley,VishayPrecision,44.00美元,上调,45.00美元,2019-11-06
9876,B.Riley,Vectrus,49.00美元,上调,55.00美元,2019-11-06
9877,B.Riley,ShenandoahTelecom,54.00美元,下调,48.00美元,2019-11-06
9878,B.Riley,OptimizeRx,26.00美元,下调,21.00美元,2019-11-06
9879,B.Riley,MicrochipTech,120.00美元,下调,115.00美元,2019-11-06
9880,B.Riley,BMCStockHoldings,28.00美元,上调,33.00美元,2019-11-06
9881,摩根士丹利,VoyaFinancial,63.00美元,上调,65.00美元,2019-11-06
9882,摩根士丹利,Ventas,73.00美元,下调,67.00美元,2019-11-06
9883,摩根士丹利,UltragenyxPharma,79.00美元,下调,76.00美元,2019-11-06
9884,摩根士丹利,RegeneronPharma,375.00美元,上调,387.00美元,2019-11-06
9885,摩根士丹利,Rapid7,61.00美元,下调,58.00美元,2019-11-06
9886,摩根士丹利,MicrochipTech,84.00美元,上调,90.00美元,2019-11-06
9887,摩根士丹利,Marriott,125.00美元,下调,123.00美元,2019-11-06
9888,摩根士丹利,Insulet,135.00美元,上调,148.00美元,2019-11-06
9889,摩根士丹利,HubSpot,186.00美元,下调,176.00美元,2019-11-06
9890,摩根士丹利,艾默生电气公司,75.00美元,上调,82.00美元,2019-11-06
9891,摩根士丹利,DiamondbackEnergy,129.00美元,下调,123.00美元,2019-11-06
9892,摩根士丹利,ChoiceHotelsIntl,80.00美元,上调,81.00美元,2019-11-06
9893,JMPSecurities,Neuronetics,40.00美元,下调,12.00美元,2019-11-06
9894,摩根士丹利,BlueprintMedicines,109.00美元,下调,108.00美元,2019-11-06
9895,JMPSecurities,UltragenyxPharma,82.00美元,下调,80.00美元,2019-11-06
9896,JMPSecurities,PelotonInteractive,33.00美元,上调,34.00美元,2019-11-06
9897,JMPSecurities,ModelN,29.00美元,上调,36.00美元,2019-11-06
9898,巴克莱,NortonLifeLock,27.00美元,定为,27.00美元,2019-11-06
9899,ArgusResearch,ArcherDanielsMidland,42.00美元,上调,48.00美元,2019-11-06
9900,贝雅,Insulet,165.00美元,上调,170.00美元,2019-11-06
9901,贝雅,FidelityNational,158.00美元,上调,162.00美元,2019-11-06
9902,贝雅,ExpeditorsInternational,77.00美元,上调,78.00美元,2019-11-06
9903,贝雅,DaVita,63.00美元,上调,65.00美元,2019-11-06
9904,美国银行,DiamondbackEnergy,165.00美元,下调,151.00美元,2019-11-06
9905,美国银行,HubSpot,215.00美元,下调,190.00美元,2019-11-06
9906,美国银行,卡特彼勒公司,154.00美元,上调,165.00美元,2019-11-06
9907,野村证券,Marriott,181.00美元,下调,165.00美元,2019-11-06
9908,加皇资本市场,HartfordFinancial,68.00美元,上调,70.00美元,2019-11-06
9909,加皇资本市场,InterceptPharmaceuticals,135.00美元,下调,134.00美元,2019-11-06
9910,加皇资本市场,FidelityNational,146.00美元,上调,150.00美元,2019-11-06
9911,SunTrustRobinsonHumphrey,TenetHealthcare,24.00美元,上调,31.00美元,2019-11-06
9912,加皇资本市场,DiamondbackEnergy,140.00美元,下调,135.00美元,2019-11-06
9913,加皇资本市场,AddusHomeCare,90.00美元,上调,100.00美元,2019-11-06
9914,花旗集团,UDRInc,47.00美元,上调,49.00美元,2019-11-06
9915,瑞士信贷,MarriottVacations,124.00美元,上调,132.00美元,2019-11-06
9916,花旗集团,Tapestry,20.00美元,上调,28.00美元,2019-11-06
9917,瑞士信贷,Alarm.ComHoldings,62.00美元,上调,64.00美元,2019-11-06
9918,SunTrustRobinsonHumphrey,WeightWatchers,27.00美元,上调,32.00美元,2019-11-06
9919,花旗集团,MicrochipTech,104.00美元,上调,109.00美元,2019-11-06
9920,瑞士信贷,MGMGrowthProperties,32.00美元,上调,33.00美元,2019-11-06
9921,花旗集团,LPLFinancialHoldings,93.00美元,上调,105.00美元,2019-11-06
9922,瑞士信贷,QTSRealtyTrust,46.00美元,上调,51.00美元,2019-11-06
9923,花旗集团,InvitationHomes,31.00美元,上调,34.00美元,2019-11-06
9924,NorthlandSecurities,Plantronics,70.00美元,下调,35.00美元,2019-11-06
9925,瑞士信贷,BoingoWireless,28.00美元,下调,26.00美元,2019-11-06
9926,瑞士信贷,艾默生电气公司,73.00美元,上调,80.00美元,2019-11-06
9927,DADavidson,WeightWatchers,44.00美元,下调,33.00美元,2019-11-06
9928,花旗集团,IntlFlavors&Fragrances,126.00美元,上调,137.00美元,2019-11-06
9929,瑞士信贷,Kroger,29.00美元,上调,30.00美元,2019-11-06
9930,花旗集团,高露洁棕榄,79.00美元,下调,71.00美元,2019-11-06
9931,瑞士信贷,PingIdentityHolding,21.00美元,定为,21.00美元,2019-11-06
9932,花旗集团,科慕,14.00美元,上调,21.00美元,2019-11-06
