,content,date
4646,B of A Securities将特斯拉评级维持在弱于大盘,2020-01-29
4647,Capital One Financial将Saul Centers评级从增持下调至中性,2020-01-29
4648,Evercore ISI Group将苹果公司评级维持在强于大盘,2020-01-29
4649,摩根大通将苹果公司评级维持在增持,2020-01-29
4650,Cowen&Co.将苹果公司评级维持在强于大盘,2020-01-29
4651,"Keefe,Bruyette&Woods将WesBanco评级从强于大盘下调至与大盘一致",2020-01-29
4652,瑞士信贷将苹果公司评级维持在中性,2020-01-29
4653,摩根大通将Oasis Midstream Partners评级从中性下调至减持,2020-01-29
4654,摩根大通将Global Partners评级从中性下调至减持,2020-01-29
4655,Raymond James将苹果公司评级维持在强于大盘,2020-01-29
4656,摩根大通将CNX Midstream Partners评级从中性下调至减持,2020-01-29
4657,Stephens&Co.将HCA Healthcare评级维持在增持,2020-01-29
4658,Stephens&Co.将CIT Group评级维持在中性,2020-01-29
4659,花旗集团将苹果公司评级维持在买进,2020-01-29
4660,Stephens&Co.将Independent Bank Group评级从中性上调至增持,2020-01-29
4661,摩根大通将BP Midstream Partners评级从中性下调至减持,2020-01-29
4662,"Keefe,Bruyette&Woods将CenterState Bank评级从强于大盘下调至与大盘一致",2020-01-29
4663,Janney Capital将Provident Fincl Holdings评级从中性上调至买进,2020-01-29
4664,贝雅将Rexnord评级从中性上调至强于大盘,2020-01-29
4665,B of A Securities将孩之宝初始评级定为中性,2020-01-29
4666,摩根大通将Blackstone Mortgage Trust评级从中性上调至增持,2020-01-29
4667,摩根士丹利将印孚瑟斯评级从中性上调至增持,2020-01-29
4668,SunTrust Robinson Humphrey将WEX评级从买进下调至持有,2020-01-29
4669,摩根大通将亚什兰全球控股公司评级从中性下调至减持,2020-01-29
4670,德银将Nucor评级从持有下调至卖出,2020-01-29
4671,摩根士丹利将Ameren评级从中性上调至增持,2020-01-29
4672,摩根大通将Arbor Realty Trust评级从减持上调至中性,2020-01-29
4673,Raymond James将Facebook评级从强于大盘上调至强烈建议买进,2020-01-29
4674,Needham将Cryolife评级维持在买进,2020-01-29
4675,Piper Sandler将苹果公司评级维持在增持,2020-01-29
4676,Imperial Capital将Callaway Golf评级维持在强于大盘,2020-01-29
4677,KeyBanc将泰浦陛迪国际公司评级维持在增持,2020-01-29
4678,KeyBanc将Rexnord评级维持在增持,2020-01-29
4679,KeyBanc将PulteGroup评级维持在增持,2020-01-29
4680,KeyBanc将哈雷戴维森公司评级从减持上调至与类股一致,2020-01-29
4681,* 大和资本将港灯电力投资评级从持有上调至强于大盘>2638.HK,2020-01-29
4682,* 大和将香港中华煤气评级从强于大盘下调至持有>0003.HK,2020-01-29
4683,Aegis Capital将YayYo初始评级定为买进,2020-01-29
4684,瑞士信贷将F5 Networks评级维持在强于大盘,2020-01-29
4685,瑞银将联合包裹服务公司评级维持在买进,2020-01-29
4686,加皇资本市场将F5 Networks评级维持在与类股一致,2020-01-29
4687,瑞银将Skechers评级维持在买进,2020-01-29
4688,瑞银将瞻博网络评级维持在中性,2020-01-29
4689,瑞银将PerkinElmer评级维持在中性,2020-01-29
4690,DA Davidson将Graco评级维持在中性,2020-01-29
4691,瑞银将信诺保险评级维持在买进,2020-01-29
4692,瑞银将凯雷投资集团评级维持在中性,2020-01-29
4693,B. Riley FBR将Scorpio Bulkers评级维持在买进,2020-01-29
4694,瑞银将亚什兰全球控股公司评级维持在买进,2020-01-29
4695,Buckingham Research将Sanderson Farms评级维持在中性,2020-01-29
4696,瑞银将Ares Management评级维持在买进,2020-01-29
4697,BMO Capital将K12 Inc评级维持在强于大盘,2020-01-29
4698,瑞银将Apollo Global Management评级维持在中性,2020-01-29
4699,瑞银将Align Technology评级维持在中性,2020-01-29
4700,富国银行将CACI International评级维持在增持,2020-01-28
4701,Wolfe Research将雷神评级从强于大盘下调至与类股一致,2020-01-28
4702,Stephens&Co.将CenterState Bank评级从增持下调至中性,2020-01-28
4703,DA Davidson将Salisbury Bancorp评级维持在中性,2020-01-28
4704,Sidoti&Co.将K12 Inc评级维持在买进,2020-01-28
4705,Sidoti&Co.将CSW Industrials评级维持在中性,2020-01-28
4706,野村证券将瞻博网络评级维持在买进,2020-01-28
4707,野村证券将F5 Networks评级维持在买进,2020-01-28
4708,野村证券将美国运通公司评级维持在买进,2020-01-28
4709,Piper Sandler将Activision Blizzard评级维持在增持,2020-01-28
4710,Piper Sandler将艺电评级维持在增持,2020-01-28
4711,Piper Sandler将Take-Two Interactive评级维持在增持,2020-01-28
4712,Piper Sandler将Acceleron Pharma评级维持在增持,2020-01-28
4713,Stifel将Momenta评级维持在买进,2020-01-28
4714,德银将瞻博网络评级维持在买进,2020-01-28
4715,德银将贝克休斯评级维持在买进,2020-01-28
4716,德银将安博评级维持在买进,2020-01-28
4717,德银将德美利证券评级维持在持有,2020-01-28
4718,Buckingham将Sanderson Farms评级维持在中性,2020-01-28
4719,瑞士信贷将Acceleron Pharma评级维持在强于大盘,2020-01-28
4720,瑞士信贷将陶氏化学公司评级维持在强于大盘,2020-01-28
4721,摩根士丹利将Wingstop评级维持在中性,2020-01-28
4722,摩根士丹利将SVB Financial评级维持在增持,2020-01-28
4723,摩根士丹利将华美银行集团评级维持在增持,2020-01-28
4724,摩根士丹利将E*Trade评级维持在增持,2020-01-28
4725,Argus Research将Pioneer Natural初始评级定为买进,2020-01-28
4726,摩根士丹利将Commerce Bancshares评级维持在减持,2020-01-28
4727,B. Riley FBR将iHeartMedia评级从中性上调至买进,2020-01-28
4728,Raymond James将Visa评级维持在强于大盘,2020-01-28
4729,Northcoast Research将Wingstop评级从中性上调至买进,2020-01-28
4730,Raymond James将eHealth评级维持在强于大盘,2020-01-28
4731,Raymond James将DR Horton评级维持在强于大盘,2020-01-28
4732,巴克莱将PG&E评级维持在中性,2020-01-28
4733,Raymond James将Bottomline Techs评级维持在强于大盘,2020-01-28
4734,巴克莱将Match Group Inc.评级维持在中性,2020-01-28
4735,巴克莱将IAC/InterActive评级维持在增持,2020-01-28
4736,巴克莱将DR Horton评级维持在增持,2020-01-28
4737,Northcoast Research将World Wrestling初始评级定为买进,2020-01-28
4738,Wedbush将TCF Financial评级维持在中性,2020-01-28
4739,Piper Sandler将PCB Bancorp初始评级定为增持,2020-01-28
4740,BTIG将Cue Biopharma初始评级定为买进,2020-01-28
4741,瑞银将优步初始评级定为买进,2020-01-28
4742,Fearnleys将Pacific Drilling评级从买进下调至持有,2020-01-28
4743,BMO Capital将Apartment Investment评级从强于大盘下调至与大盘一致,2020-01-28
4744,富国银行将RingCentral初始评级定为增持,2020-01-28
4745,Oppenheimer将Inspire Medical Systems初始评级定为弱于大盘,2020-01-28
4746,BMO Capital将Essex Property评级从与大盘一致下调至弱于大盘,2020-01-28
4747,贝雅将Zions Bancorp评级从弱于大盘上调至中性,2020-01-28
4748,Stephens&Co.将WSFS Financial评级维持在中性,2020-01-28
4749,贝雅将富国银行评级从弱于大盘上调至中性,2020-01-28
4750,Stephens&Co.将Preferred Bk Los Angeles评级维持在中性,2020-01-28
4751,瑞穗将PG&E评级从中性上调至买进,2020-01-28
4752,花旗集团将Sempra Energy评级维持在中性,2020-01-28
4753,巴克莱将Phibro Animal Health评级从减持上调至中性,2020-01-28
4754,花旗集团将Sanmina评级维持在中性,2020-01-28
4755,富国银行将Anaplan初始评级定为增持,2020-01-28
4756,花旗集团将Ping Identity Holding评级维持在买进,2020-01-28
4757,富国银行将Ceridian HCM初始评级定为增持,2020-01-28
4758,花旗集团将PSE&G评级维持在中性,2020-01-28
4759,花旗集团将Concho Resources评级维持在中性,2020-01-28
4760,富国银行将Coupa Software初始评级定为中性,2020-01-28
4761,花旗集团将AECOM评级维持在买进,2020-01-28
4762,富国银行将HubSpot初始评级定为中性,2020-01-28
4763,富国银行将8X8初始评级定为中性,2020-01-28
4764,富国银行将财捷集团初始评级定为中性,2020-01-28
4765,富国银行将Guidewire Software初始评级定为减持,2020-01-28
4766,花旗集团将Laureate Education评级维持在买进,2020-01-28
4767,ScotiaBank将Oneok初始评级定为强于类股,2020-01-28
4768,富国银行将Slack Technologies初始评级定为增持,2020-01-28
4769,BMO Capital将Seattle Genetics初始评级定为强于大盘,2020-01-28
4770,Raymond James将MetroCity Bankshares评级从强于大盘下调至与大盘一致,2020-01-28
4771,BMO Capital将Mirati Therapeutics初始评级定为与大盘一致,2020-01-28
4772,里昂证券亚洲将Dr Reddy's Labs评级从买进下调至强于大盘,2020-01-28
4773,Telsey Advisory Group将Foot Locker评级从强于大盘下调至与大盘一致,2020-01-28
4774,Piper Sandler将3D Systems评级从增持下调至中性,2020-01-28
4775,DA Davidson将First Mid Bancshares评级从买进下调至中性,2020-01-28
4776,BMO Capital将Blueprint Medicines初始评级定为与大盘一致,2020-01-28
4777,Evercore ISI Group将PulteGroup评级从与大盘一致上调至强于大盘,2020-01-28
4778,Roth Capital将Applied Genetic Tech初始评级定为买进,2020-01-28
4779,Evercore ISI Group将Meritage评级从与大盘一致上调至强于大盘,2020-01-28
4780,摩根大通将Beyond Meat评级从增持下调至中性,2020-01-28
4781,Piper Sandler将Heartland Financial评级从中性上调至增持,2020-01-28
4782,KeyBanc将Portland General Electric初始评级定为与类股一致,2020-01-28
4783,KeyBanc将Tanger Factory Outlet评级维持在减持,2020-01-28
4784,Oppenheimer将美国运通公司评级维持在强于大盘,2020-01-28
4785,Maxim Group将SVB Financial评级维持在买进,2020-01-28
4786,BMO Capital将空气产品公司评级维持在强于大盘,2020-01-28
4787,德银将Owens-Illinois评级维持在买进,2020-01-28
4788,德银将Union Pacific评级维持在买进,2020-01-28
4789,德银将MKS Instruments评级维持在买进,2020-01-28
4790,SunTrust Robinson Humphrey将SVB Financial评级维持在买进,2020-01-28
4791,加皇资本市场将HubSpot评级维持在强于大盘,2020-01-28
4792,加皇资本市场将Twilio评级维持在强于大盘,2020-01-28
4793,SunTrust Robinson Humphrey将空气产品公司评级维持在买进,2020-01-28
4794,SunTrust Robinson Humphrey将Skyline Champion评级维持在买进,2020-01-28
4795,B. Riley将安森美半导体评级维持在买进,2020-01-28
4796,B. Riley将MarineMax评级维持在买进,2020-01-28
4797,德银将苹果公司评级维持在持有,2020-01-27
4798,摩根士丹利将WEX评级维持在中性,2020-01-27
4799,摩根士丹利将华特迪士尼公司评级维持在增持,2020-01-27
4800,摩根士丹利将Nevro评级维持在增持,2020-01-27
4801,瑞银将塔塔汽车公司评级从中性上调至买进,2020-01-27
4802,Evercore ISI Group将CMS Energy评级从强于大盘下调至与大盘一致,2020-01-27
4803,Evercore ISI Group将NextEra Energy评级从强于大盘下调至与大盘一致,2020-01-27
4804,Cleveland Research将奥多比公司评级从中性上调至买进,2020-01-27
4805,野村证券将Synchrony Financial评级维持在中性,2020-01-27
4806,德银将Global Payments评级维持在买进,2020-01-27
4807,德银将泛林集团评级维持在持有,2020-01-27
4808,摩根士丹利将Lamar Advertising评级维持在中性,2020-01-27
4809,摩根士丹利将福斯公司评级维持在增持,2020-01-27
4810,摩根士丹利将Diamondback Energy评级维持在增持,2020-01-27
4811,BTIG将Intelligent Systems初始评级定为买进,2020-01-27
4812,摩根大通将Vivint Smart Home初始评级定为增持,2020-01-27
4813,摩根大通将美泰公司初始评级定为增持,2020-01-27
4814,贝雅将WEX评级维持在强于大盘,2020-01-27
4815,B of A Securities将Kennedy-Wilson Holdings初始评级定为中性,2020-01-27
4816,贝雅将Synovus评级维持在强于大盘,2020-01-27
4817,贝雅将FleetCor评级维持在中性,2020-01-27
4818,Stifel Nicolaus将Oil States评级维持在买进,2020-01-27
4819,Stifel Nicolaus将Gulfport Energy评级维持在买进,2020-01-27
4820,Stifel Nicolaus将EQT Corp评级维持在买进,2020-01-27
4821,摩根士丹利将ContinentalRes Oklahoma评级维持在增持,2020-01-27
4822,Stifel Nicolaus将Comstock Resources评级维持在持有,2020-01-27
4823,Stifel Nicolaus将Cabot Oil&Gas评级维持在持有,2020-01-27
4824,摩根士丹利将Cimarex评级维持在中性,2020-01-27
4825,Evercore ISI Group将NiSource评级从与大盘一致上调至强于大盘,2020-01-27
4826,摩根士丹利将美国运通公司评级维持在增持,2020-01-27
4827,Evercore ISI Group将Pinnacle West Capital评级从弱于大盘上调至与大盘一致,2020-01-27
4828,Piper Sandler将First Internet Bancorp评级维持在增持,2020-01-27
4829,Evercore ISI Group将DTE Energy评级从与大盘一致上调至强于大盘,2020-01-27
4830,Piper Sandler将Under Armour评级维持在增持,2020-01-27
4831,Evercore ISI Group将CenterPoint Energy评级从与大盘一致上调至强于大盘,2020-01-27
4832,Wedbush将Clearside Biomedical评级维持在强于大盘,2020-01-27
4833,Raymond James将Wabash Natl评级维持在强烈建议买进,2020-01-27
4834,Raymond James将Allison Transmission评级维持在强于大盘,2020-01-27
4835,花旗集团将Exelon评级维持在中性,2020-01-27
4836,花旗集团将洲际交易所评级维持在中性,2020-01-27
4837,BMO Capital将标普全球评级从与大盘一致上调至强于大盘,2020-01-27
4838,花旗集团将英特尔公司评级维持在中性,2020-01-27
4839,Wedbush将Chewy评级从中性上调至增持,2020-01-27
4840,Raymond James将康卡斯特评级维持在强于大盘,2020-01-27
4841,花旗集团将康卡斯特评级维持在买进,2020-01-27
4842,花旗集团将Cboe Global Markets评级维持在中性,2020-01-27
4843,Raymond James将Synovus评级从强烈建议买进下调至强于大盘,2020-01-27
4844,花旗集团将Antero Midstream评级维持在买进,2020-01-27
4845,Raymond James将Business First Bancshares评级从与大盘一致上调至强烈建议买进,2020-01-27
4846,花旗集团将思佳讯评级维持在中性,2020-01-27
4847,瑞士信贷将BorgWarner评级从强于大盘下调至中性,2020-01-27
4848,JMP Securities将Nevro评级维持在强于大盘,2020-01-27
4849,DA Davidson将County Bancorp评级从买进下调至中性,2020-01-27
4850,JMP Securities将American Homes 4 Rent评级维持在强于大盘,2020-01-27
4851,Northland Securities将英特尔公司评级从强于大盘下调至与大盘一致,2020-01-27
4852,花旗集团将Spirit Aerosystems评级维持在买进,2020-01-27
4853,Benchmark将亚马逊公司评级维持在买进,2020-01-27
4854,Cantor Fitzgerald将Halozyme Therapeutics评级维持在增持,2020-01-27
4855,Northland Securities将SolarEdge Technologies评级从强于大盘下调至与大盘一致,2020-01-27
4856,SunTrust Robinson Humphrey将Medpace Holdings评级从买进下调至持有,2020-01-27
4857,B of A Securities将Capstead Mortgage初始评级定为中性,2020-01-27
4858,花旗集团将PPL Corp评级维持在中性,2020-01-27
4859,Alliance Global Partners将爱点击互动亚洲集团有限公司初始评级定为买进,2020-01-27
4860,瑞士信贷将强生公司评级维持在强于大盘,2020-01-27
4861,Stifel将Facebook评级维持在买进,2020-01-27
4862,花旗集团将Eagle Materials初始评级定为买进,2020-01-27
4863,Stephens&Co.将Pacific Premier Bancorp评级维持在中性,2020-01-27
4864,瑞穗Securities将Alphabet评级维持在买进,2020-01-27
4865,Fearnleys将Eagle Bulk Shipping评级从买进下调至持有,2020-01-27
4866,Fearnleys将Genco Shipping&Trading评级从买进下调至持有,2020-01-27
4867,Fearnleys将Navios Maritime Partners评级从买进下调至持有,2020-01-27
4868,Fearnleys将Scorpio Bulkers评级从买进下调至持有,2020-01-27
4869,Fearnleys将Star Bulk Carriers评级从买进下调至持有,2020-01-27
4870,巴克莱将XPO Logistics评级从增持下调至中性,2020-01-27
4871,德银将Intuitive Surgical评级从买进下调至持有,2020-01-27
4872,B of A Securities将永利渡假评级从买进下调至中性,2020-01-27
4873,Piper Sandler将Matinas BioPharma初始评级定为增持,2020-01-27
4874,美国富瑞金融集团将elf Beauty评级从持有上调至买进,2020-01-27
4875,瑞银将Chipotle Mexican评级从卖出上调至中性,2020-01-27
4876,花旗集团将Netflix评级维持在中性,2020-01-27
4877,Stephens&Co.将First Fincl Bankshares评级维持在中性,2020-01-27
4878,Stephens&Co.将美国运通公司评级从增持下调至中性,2020-01-27
4879,Stephens&Co.将Business First Bancshares评级从中性上调至增持,2020-01-27
4880,Stephens&Co.将Synchrony Financial评级从中性上调至增持,2020-01-27
4881,Piper Sandler将Tivity Health评级从增持下调至中性,2020-01-27
4882,Raymond James将Shenandoah Telecom评级从强于大盘下调至与大盘一致,2020-01-27
4883,美国富瑞金融集团将Relmada Therapeutics初始评级定为买进,2020-01-27
4884,Stifel Nicolaus将Marathon Oil评级从持有上调至买进,2020-01-27
4885,"Keefe,Bruyette&Woods将Houlihan Lokey评级从强于大盘下调至与大盘一致",2020-01-27
4886,摩根大通将孩之宝初始评级定为中性,2020-01-27
4887,Oppenheimer将雅诗兰黛公司评级从强于大盘下调至一致,2020-01-27
4888,高盛将Denali Therapeutics评级从中性上调至买进,2020-01-27
4889,Canaccord Genuity将百健评级从持有上调至买进,2020-01-27
4890,"Keefe,Bruyette&Woods将Bain Capital Specialty评级从强于大盘下调至与大盘一致",2020-01-27
4891,Imperial Capital将Alarm.Com Holdings评级从与大盘一致上调至强于大盘,2020-01-27
4892,KeyBanc将Winnebago初始评级定为增持,2020-01-27
4893,KeyBanc将Thor Industries初始评级定为增持,2020-01-27
4894,KeyBanc将Purple Innovation评级维持在增持,2020-01-27
4895,Piper Sandler将Tractor Supply评级维持在增持,2020-01-25
4896,BMO Capital将Union Pacific评级维持在强于大盘,2020-01-25
4897,Argus Research将Union Pacific评级维持在买进,2020-01-25
4898,摩根大通将Intuitive Surgical评级维持在增持,2020-01-25
4899,加皇资本市场将eHealth评级维持在强于大盘,2020-01-25
4900,Craig-Hallum将eHealth评级维持在买进,2020-01-25
4901,Stifel Nicolaus将艺电评级维持在买进,2020-01-25
4902,DA Davidson将泰瑞达评级维持在中性,2020-01-25
4903,Susquehanna将思佳讯评级维持在中性,2020-01-25
4904,瑞穗将思佳讯评级维持在买进,2020-01-25
4905,Craig-Hallum将思佳讯评级维持在买进,2020-01-25
4906,Loop Capital将思佳讯评级维持在买进,2020-01-25
4907,贝雅将思佳讯评级维持在强于大盘,2020-01-25
4908,Canaccord Genuity将思佳讯评级维持在持有,2020-01-25
4909,Canaccord Genuity将TransDigm评级维持在买进,2020-01-25
4910,Stephens&Co.将Sterling Bancorp评级维持在增持,2020-01-25
4911,Odeon Capital将Nordstrom初始评级定为买进,2020-01-24
4912,Sidoti&Co.将Plexus评级维持在中性,2020-01-24
4913,德银将泰瑞达评级维持在持有,2020-01-24
4914,Wolfe Research将Marathon Oil评级从强于大盘下调至与类股一致,2020-01-24
4915,德银将英特尔公司评级维持在买进,2020-01-24
4916,德银将HB Fuller评级维持在持有,2020-01-24
4917,Wolfe Research将戴文能源公司评级从与类股一致上调至强于大盘,2020-01-24
4918,德银将E*Trade评级维持在持有,2020-01-24
4919,德银将金佰利评级维持在持有,2020-01-24
4920,DA Davidson将SVB Financial评级维持在买进,2020-01-24
4921,摩根士丹利将MSCI明晟评级维持在中性,2020-01-24
4922,摩根士丹利将金佰利评级维持在中性,2020-01-24
4923,Raymond James将Pioneer Natural评级维持在强烈建议买进,2020-01-24
4924,摩根士丹利将英特尔公司评级维持在增持,2020-01-24
4925,摩根士丹利将Epizyme评级维持在增持,2020-01-24
4926,摩根士丹利将Discover Financial评级维持在增持,2020-01-24
4927,Raymond James将赫世公司评级维持在强于大盘,2020-01-24
4928,瑞士信贷将E*Trade评级维持在强于大盘,2020-01-24
4929,Raymond James将EOG Resources评级维持在强于大盘,2020-01-24
4930,瑞士信贷将eHealth评级维持在强于大盘,2020-01-24
4931,Raymond James将Diamondback Energy评级维持在强烈建议买进,2020-01-24
4932,Raymond James将Concho Resources评级维持在强烈建议买进,2020-01-24
4933,Raymond James将Apache Corp评级维持在强于大盘,2020-01-24
4934,瑞士信贷将Union Pacific评级维持在强于大盘,2020-01-24
4935,瑞士信贷将Raymond James评级维持在中性,2020-01-24
4936,瑞士信贷将Facebook评级维持在强于大盘,2020-01-24
4937,瑞士信贷将Lear评级维持在中性,2020-01-24
4938,Buckingham将JetBlue评级维持在买进,2020-01-24
4939,Buckingham将WW Grainger评级维持在中性,2020-01-24
4940,Cowen&Co.将苹果公司评级维持在强于大盘,2020-01-24
4941,Cowen&Co.将IVERIC bio初始评级定为强于大盘,2020-01-24
4942,Cantor Fitzgerald将Provention Bio初始评级定为增持,2020-01-24
4943,Canaccord Genuity将American Superconductor初始评级定为买进,2020-01-24
4944,Buckingham Research将American Axle评级从中性上调至买进,2020-01-24
4945,Raymond James将Union Pacific评级维持在强烈建议买进,2020-01-24
4946,Raymond James将思佳讯评级维持在强于大盘,2020-01-24
4947,Northcoast Research将1-800-FLOWERS评级从中性上调至买进,2020-01-24
4948,Raymond James将Old Second Bancorp评级维持在强于大盘,2020-01-24
4949,Raymond James将Oil States评级维持在强烈建议买进,2020-01-24
4950,Wedbush将Zendesk评级维持在强于大盘,2020-01-24
4951,Wedbush将苹果公司评级维持在强于大盘,2020-01-24
4952,Wedbush将VF Corp评级维持在中性,2020-01-24
4953,Wedbush将Epizyme评级维持在强于大盘,2020-01-24
4954,Raymond James将Huntington Bancshares评级维持在强于大盘,2020-01-24
4955,Rosenblatt将苹果公司评级维持在卖出,2020-01-24
4956,Wedbush将Arvinas评级维持在强于大盘,2020-01-24
4957,Raymond James将Avnet评级维持在强烈建议买进,2020-01-24
4958,Wedbush将M&T Bank评级维持在中性,2020-01-24
4959,Raymond James将Intuitive Surgical评级维持在强于大盘,2020-01-24
4960,瑞银将VF Corp评级维持在中性,2020-01-24
4961,瑞银将Fifth Third Bancorp评级维持在买进,2020-01-24
4962,SunTrust Robinson Humphrey将康卡斯特评级维持在买进,2020-01-24
4963,瑞银将Concho Resources评级维持在买进,2020-01-24
4964,瑞银将Cabot Oil&Gas评级维持在中性,2020-01-24
4965,Bernstein将英特尔公司评级维持在弱于大盘,2020-01-24
4966,瑞银将ContinentalRes Oklahoma评级维持在中性,2020-01-24
4967,瑞银将泰瑞达评级维持在中性,2020-01-24
4968,SunTrust Robinson Humphrey将英特尔公司评级维持在持有,2020-01-24
4969,瑞银将Parsley Energy评级维持在买进,2020-01-24
4970,野村证券将英特尔公司评级维持在买进,2020-01-24
4971,瑞银将PG&E评级维持在中性,2020-01-24
4972,瑞银将Paccar评级维持在中性,2020-01-24
4973,Wedbush将英特尔公司评级维持在弱于大盘,2020-01-24
4974,瑞银将西方石油公司评级维持在中性,2020-01-24
4975,瑞士信贷将英特尔公司评级维持在强于大盘,2020-01-24
4976,瑞银将英特尔公司评级维持在买进,2020-01-24
4977,瑞银将Denbury Resources评级维持在中性,2020-01-24
4978,瑞穗将英特尔公司评级维持在买进,2020-01-24
4979,瑞银将康菲石油公司评级维持在买进,2020-01-24
4980,Roth Capital将英特尔公司评级维持在买进,2020-01-24
4981,瑞银将Union Pacific评级从买进下调至中性,2020-01-24
4982,Piper Sandler将Discover Financial评级从增持下调至中性,2020-01-24
4983,Benchmark将Union Pacific初始评级定为买进,2020-01-24
4984,花旗集团将泰瑞达评级维持在买进,2020-01-24
4985,DA Davidson将Limbach Holdings评级从买进下调至中性,2020-01-24
4986,花旗集团将Raymond James评级维持在中性,2020-01-24
4987,富国银行将WPX Energy评级维持在增持,2020-01-24
4988,Guggenheim将Upwork评级从买进下调至中性,2020-01-24
4989,花旗集团将PTC评级维持在中性,2020-01-24
4990,富国银行将Union Pacific评级维持在中性,2020-01-24
4991,Loop Capital将英特尔公司评级从持有下调至卖出,2020-01-24
4992,花旗集团将宝洁公司评级维持在买进,2020-01-24
4993,富国银行将Travelers评级维持在减持,2020-01-24
4994,富国银行将SVB Financial评级维持在中性,2020-01-24
4995,富国银行将英特尔公司评级维持在中性,2020-01-24
4996,富国银行将Discover Financial评级维持在中性,2020-01-24
4997,花旗集团将金佰利评级维持在卖出,2020-01-24
4998,瑞银将康卡斯特评级从买进下调至中性,2020-01-24
4999,富国银行将Diamondback Energy评级维持在增持,2020-01-24
5000,花旗集团将Avnet评级维持在中性,2020-01-24
5001,Odeon Capital将M&T Bank评级从持有上调至买进,2020-01-24
5002,富国银行将Concho Resources评级维持在增持,2020-01-24
5003,花旗集团将Atmos Energy评级维持在中性,2020-01-24
5004,富国银行将Centene评级维持在增持,2020-01-24
5005,富国银行将Cabot Oil&Gas评级维持在增持,2020-01-24
5006,富国银行将Berry Petroleum评级维持在中性,2020-01-24
5007,富国银行将Banc of California评级维持在增持,2020-01-24
5008,B of A Securities将M&T Bank评级从弱于大盘上调至中性,2020-01-24
5009,花旗集团将学生贷款营销协会评级维持在买进,2020-01-24
5010,H.C. Wainwright将ChemoCentryx评级维持在买进,2020-01-24
5011,花旗集团将Deckers Outdoor评级从中性上调至买进,2020-01-24
5012,Stephens&Co.将Webster评级从减持上调至中性,2020-01-24
5013,瑞士信贷将泰瑞达评级维持在中性,2020-01-24
5014,KeyBanc将泰瑞达评级维持在增持,2020-01-24
5015,Susquehanna将泰瑞达评级从中性下调至负面,2020-01-24
5016,Odeon Capital将沃尔玛初始评级定为持有,2020-01-24
5017,Cowen&Co.将加拿大能源公司评级从强于大盘下调至与大盘一致,2020-01-24
5018,MKM Partners将Take-Two Interactive评级从买进下调至中性,2020-01-24
5019,Gabelli&Co.将Tetraphase Pharma评级从买进下调至持有,2020-01-24
5020,花旗集团将Columbia Sportswear评级从买进下调至中性,2020-01-24
5021,Odeon Capital将目标价初始评级定为买进,2020-01-24
5022,瑞士信贷将Square Inc.初始评级定为强于大盘,2020-01-24
5023,Raymond James将CBRE Group评级从强烈建议买进下调至强于大盘,2020-01-24
5024,Odeon Capital将Ross Stores初始评级定为卖出,2020-01-24
5025,DA Davidson将Post Holdings初始评级定为买进,2020-01-24
5026,Odeon Capital将Children's Place初始评级定为买进,2020-01-24
5027,瑞士信贷将西联汇款初始评级定为弱于大盘,2020-01-24
5028,瑞士信贷将Repay Holdings初始评级定为强于大盘,2020-01-24
5029,Odeon Capital将Ollies Bargain Outlet初始评级定为买进,2020-01-24
5030,Piper Sandler将Simmons First National评级从增持下调至中性,2020-01-24
5031,Oppenheimer将Madison Square Garden初始评级定为强于大盘,2020-01-24
5032,Odeon Capital将Lovesac初始评级定为买进,2020-01-24
5033,Odeon Capital将Kontoor Brands初始评级定为买进,2020-01-24
5034,Evercore ISI Group将JetBlue评级从强于大盘下调至与大盘一致,2020-01-24
5035,Loop Capital将Ingevity评级从持有上调至买进,2020-01-24
5036,瑞士信贷将FleetCor初始评级定为中性,2020-01-24
5037,瑞士信贷将Fiserv初始评级定为中性,2020-01-24
5038,Compass Point将Webster评级从中性上调至买进,2020-01-24
5039,高盛将DaVita评级从中性上调至买进,2020-01-24
5040,花旗集团将HB Fuller评级从卖出上调至中性,2020-01-24
5041,瑞士信贷将WEX初始评级定为中性,2020-01-24
5042,Evercore ISI Group将Discover Financial评级从与大盘一致下调至弱于大盘,2020-01-24
5043,瑞士信贷将PayPal Holdings初始评级定为强于大盘,2020-01-24
5044,瑞士信贷将Global Payments初始评级定为强于大盘,2020-01-24
5045,瑞士信贷将Fidelity National初始评级定为强于大盘,2020-01-24
5046,瑞士信贷将Verra Mobility初始评级定为强于大盘,2020-01-24
5047,Odeon Capital将Dillard's初始评级定为卖出,2020-01-24
5048,Odeon Capital将Columbia Sportswear初始评级定为买进,2020-01-24
5049,Loop Capital将Masco初始评级定为持有,2020-01-24
5050,Oppenheimer将Generac评级从一致上调至强于大盘,2020-01-24
5051,Loop Capital将美国宣伟涂料初始评级定为买进,2020-01-24
5052,SunTrust Robinson Humphrey将Pacira BioSciences初始评级定为买进,2020-01-24
5053,Odeon Capital将Bed Bath&Beyond初始评级定为买进,2020-01-24
5054,SunTrust Robinson Humphrey将Matinas BioPharma初始评级定为买进,2020-01-24
5055,Stephens&Co.将GATX评级维持在中性,2020-01-24
5056,B. Riley将Banc of California评级从中性下调至卖出,2020-01-24
5057,Needham将思佳讯评级维持在买进,2020-01-24
5058,Loop Capital将Armstrong World初始评级定为卖出,2020-01-24
