,content,date
11802,富国银行将伊士曼化工公司目标价定为85.00美元,2019-10-16
11803,富国银行将Ferro Corp目标价定为12.00美元,2019-10-16
11804,瑞穗将Assembly Biosciences目标价定为20.00美元,2019-10-16
11805,Bernstein将T-Mobile US目标价定为103.00美元,2019-10-16
11806,Guggenheim Securities将Aptiv目标价定为98.00美元,2019-10-16
11807,富国银行将Ingevity目标价定为100.00美元,2019-10-16
11808,Stephens&Co.将Extraction Oil&Gas目标价从6.00美元下调至4.00美元,2019-10-16
11809,贝雅将Acuity Brands目标价从148.00美元下调至126.00美元,2019-10-16
11810,Piper Jaffray将AeroVironment目标价从66.00美元上调至76.00美元,2019-10-16
11811,Raymond James将Pure Storage目标价定为22.00美元,2019-10-16
11812,Berenberg将高露洁棕榄目标价定为58.00美元,2019-10-16
11813,Berenberg将雅诗兰黛公司目标价定为230.00美元,2019-10-16
11814,贝雅将FMC Corporation目标价从86.00美元上调至95.00美元,2019-10-16
11815,Imperial Capital将Mosaic Acquisition目标价定为12.00美元,2019-10-16
11816,KeyBanc将Chipotle Mexican目标价从860.00美元上调至870.00美元,2019-10-16
11817,KeyBanc将阿里巴巴集团目标价从245.00美元下调至243.00美元,2019-10-16
11818,* 花旗投资研究将杰瑞股份首次目标价定为人民币42.00元 >002353.SZ,2019-10-16
11819,* 大和将台湾百和工业目标价从新台币98.00元下调至新台币94.00元,2019-10-16
11820,* 野村证券将新东方教育科技目标价从125.00美元上调至134.00美元 >EDU,2019-10-16
11821,* 大和将腾讯目标价从420港元下调至410港元,2019-10-16
11822,* 野村证券将莎莎国际目标价从2.10港元下调至1.50港元,2019-10-16
11823,* 交银国际将中国天伦燃气目标价从10.76港元下调至7.95港元>1600.HK,2019-10-16
11824,Cascend将Nvidia目标价从190.00美元上调至220.00美元,2019-10-16
11825,Cleveland Research将奥多比公司目标价定为283.00美元,2019-10-15
11826,美国富瑞金融集团将Reata Pharmaceuticals目标价从128.00美元上调至254.00美元,2019-10-15
11827,花旗集团将普信目标价从116.00美元下调至110.00美元,2019-10-15
11828,花旗集团将罗克韦尔自动化公司目标价从180.00美元下调至174.00美元,2019-10-15
11829,花旗集团将Reata Pharmaceuticals目标价从194.00美元上调至241.00美元,2019-10-15
11830,SunTrust Robinson Humphrey将Summit Midstream Partners目标价从7.00美元下调至6.00美元,2019-10-15
11831,SunTrust Robinson Humphrey将Semgroup目标价从17.00美元下调至16.00美元,2019-10-15
11832,Sidoti&Co.将Ducommun目标价从45.00美元下调至42.00美元,2019-10-15
11833,TD Securities将Parsley Energy目标价从25.00美元下调至24.00美元,2019-10-15
11834,Stephens&Co.将Murphy USA目标价从92.00美元上调至100.00美元,2019-10-15
11835,BMO Capital将New Relic目标价从73.00美元下调至71.00美元,2019-10-15
11836,瑞士信贷将Arconic目标价从28.00美元上调至34.00美元,2019-10-15
11837,富国银行将Spectrum Brands目标价从53.00美元下调至52.00美元,2019-10-15
11838,富国银行将REV Group目标价从10.00美元上调至11.00美元,2019-10-15
11839,富国银行将Parsley Energy目标价从27.00美元上调至29.00美元,2019-10-15
11840,富国银行将Owens-Illinois目标价从18.00美元下调至15.00美元,2019-10-15
11841,富国银行将Monster Beverage目标价从59.00美元下调至58.00美元,2019-10-15
11842,富国银行将金佰利目标价从130.00美元上调至132.00美元,2019-10-15
11843,富国银行将Kimbell Royalty Partners目标价从20.00美元下调至19.00美元,2019-10-15
11844,富国银行将Kennametal目标价从34.00美元下调至32.00美元,2019-10-15
11845,富国银行将Brigham Minerals目标价从24.00美元下调至22.00美元,2019-10-15
11846,富国银行将elf Beauty目标价从12.00美元上调至13.00美元,2019-10-15
11847,富国银行将Carrizo Oil&Gas目标价从11.00美元下调至9.00美元,2019-10-15
11848,Buckingham将通用汽车公司目标价从35.00美元下调至32.00美元,2019-10-15
11849,Buckingham将Fastenal目标价从30.00美元上调至33.00美元,2019-10-15
11850,花旗集团将Activision Blizzard目标价从47.00美元上调至55.00美元,2019-10-15
11851,美国银行将Nvidia目标价从225.00美元上调至250.00美元,2019-10-15
11852,加皇资本市场将Zendesk目标价从106.00美元下调至100.00美元,2019-10-15
11853,摩根士丹利将Zillow Group目标价从37.00美元下调至32.00美元,2019-10-15
11854,Guggenheim将Exelixis目标价从33.00美元下调至25.00美元,2019-10-15
11855,Stephens&Co.将BankUnited目标价定为35.00美元,2019-10-15
11856,Craig-Hallum将SVMK目标价定为25.00美元,2019-10-15
11857,摩根士丹利将Yelp目标价从32.00美元下调至31.00美元,2019-10-15
11858,花旗集团将Illinois Tool Works目标价从158.00美元下调至155.00美元,2019-10-15
11859,摩根士丹利将Twitter目标价从35.00美元下调至34.00美元,2019-10-15
11860,摩根士丹利将Take-Two Interactive目标价从140.00美元上调至145.00美元,2019-10-15
11861,花旗集团将Fortive目标价从86.00美元下调至76.00美元,2019-10-15
11862,摩根士丹利将Sonic Auto目标价从20.00美元上调至22.00美元,2019-10-15
11863,摩根士丹利将SciPlay目标价从13.00美元下调至12.00美元,2019-10-15
11864,摩根士丹利将保德信金融集团目标价从110.00美元下调至108.00美元,2019-10-15
11865,摩根士丹利将Penske Auto目标价从57.00美元上调至59.00美元,2019-10-15
11866,摩根士丹利将Lithia Motors目标价从144.00美元上调至151.00美元,2019-10-15
11867,摩根士丹利将GrubHub目标价从68.00美元下调至59.00美元,2019-10-15
11868,摩根士丹利将Group 1 Auto目标价从104.00美元上调至105.00美元,2019-10-15
11869,摩根士丹利将eBay目标价从37.00美元下调至35.00美元,2019-10-15
11870,摩根士丹利将Dollar General目标价从155.00美元上调至170.00美元,2019-10-15
11871,摩根士丹利将Carvana目标价从30.00美元下调至29.00美元,2019-10-15
11872,摩根士丹利将AutoNation目标价从39.00美元上调至42.00美元,2019-10-15
11873,摩根士丹利将Activision Blizzard目标价从57.00美元上调至60.00美元,2019-10-15
11874,花旗集团将Concho Resources目标价从81.00美元下调至74.00美元,2019-10-15
11875,Cantor Fitzgerald将Reata Pharmaceuticals目标价从125.00美元上调至180.00美元,2019-10-15
11876,花旗集团将贝莱德目标价从545.00美元下调至500.00美元,2019-10-15
11877,花旗集团将Affiliated Managers目标价从98.00美元下调至75.00美元,2019-10-15
11878,Williams Capital将Jagged Peak Energy目标价定为8.00美元,2019-10-15
11879,花旗集团将爱科目标价从80.00美元下调至79.00美元,2019-10-15
11880,花旗集团将AECOM目标价从43.00美元上调至47.00美元,2019-10-15
11881,花旗集团将AllianceBernstein Holding目标价从37.00美元下调至33.00美元,2019-10-15
11882,HC Wainwright&Co.将scPharmaceuticals目标价定为13.00美元,2019-10-15
11883,花旗集团将Tallgrass Energy目标价从23.00美元下调至19.50美元,2019-10-15
11884,瑞银将Global Payments目标价定为193.00美元,2019-10-15
11885,瑞银将Fiserv目标价定为120.00美元,2019-10-15
11886,Piper Jaffray将Lowe's目标价从113.00美元上调至130.00美元,2019-10-15
11887,Benchmark将Hoth Therapeutics目标价定为10.00美元,2019-10-15
11888,贝雅将Stitch Fix目标价定为28.00美元,2019-10-15
11889,花旗集团将特雷克斯公司目标价从27.00美元下调至24.00美元,2019-10-15
11890,Canaccord Genuity将Premier目标价定为36.00美元,2019-10-15
11891,贝雅将PagerDuty目标价定为31.00美元,2019-10-15
11892,Piper Jaffray将Pacific Biosciences目标价定为8.00美元,2019-10-15
11893,高盛将iHeartMedia目标价定为15.00美元,2019-10-15
11894,贝雅将费埃哲公司目标价定为352.00美元,2019-10-15
11895,Raymond James将eHealth目标价定为90.00美元,2019-10-15
11896,德银将Bloomin'Brands目标价从23.00美元下调至21.00美元,2019-10-15
11897,KeyBanc将Cimarex目标价从60.00美元下调至54.00美元,2019-10-15
11898,KeyBanc将WPX Energy目标价从15.00美元下调至14.00美元,2019-10-15
11899,KeyBanc将SRC Energy目标价从6.00美元下调至5.00美元,2019-10-15
11900,KeyBanc将SM Energy目标价从14.00美元下调至13.00美元,2019-10-15
11901,KeyBanc将Pioneer Natural目标价从168.00美元上调至172.00美元,2019-10-15
11902,KeyBanc将PDC Energy目标价从42.00美元下调至41.00美元,2019-10-15
11903,KeyBanc将Jagged Peak Energy目标价从10.00美元下调至9.00美元,2019-10-15
11904,KeyBanc将Diamondback Energy目标价从133.00美元下调至125.00美元,2019-10-15
11905,KeyBanc将EOG Resources目标价从110.00美元下调至97.00美元,2019-10-15
11906,KeyBanc将Concho Resources目标价从106.00美元下调至95.00美元,2019-10-15
11907,KeyBanc将ContinentalRes Oklahoma目标价从47.00美元下调至40.00美元,2019-10-15
11908,KeyBanc将Bed Bath&Beyond目标价定为18.00美元,2019-10-15
11909,KeyBanc将AECOM目标价从40.00美元上调至48.00美元,2019-10-15
11910,* 银河-联昌证券将领展房产基金目标价从87.60港元下调至79.00港元,2019-10-15
11911,* 大和将中国财险目标价从10.20港元上调至11.50 >2328.HK,2019-10-15
11912,* 花旗投资研究将中国光大控股目标价从9.40港元上调至12.90港元,2019-10-15
11913,* 招银国际将中联重科目标价从6.95港元上调至7.65港元,2019-10-15
11914,* 大和资本将信邦电子股份目标价从新台币145元上调至152元,2019-10-15
11915,* 招银国际将中联重科目标价从人民币6.70元上调至人民币7.28元>000157.SZ,2019-10-15
11916,摩根士丹利将Wendy's目标价从19.00美元上调至22.00美元,2019-10-15
11917,Cantor Fitzgerald将Exagen目标价定为18.00美元,2019-10-14
11918,Roth Capital将Loop Industries目标价定为14.00美元,2019-10-14
11919,贝雅将实耐宝公司目标价从164.00美元上调至165.00美元,2019-10-14
11920,Loop Capital将Floor&Decor Holdings目标价从43.00美元上调至46.00美元,2019-10-14
11921,贝雅将JELD-WEN目标价从21.00美元下调至20.00美元,2019-10-14
11922,贝雅将印孚瑟斯目标价从13.00美元下调至12.00美元,2019-10-14
11923,贝雅将Fastenal目标价从34.00美元上调至37.00美元,2019-10-14
11924,富国银行将Tractor Supply目标价从125.00美元下调至115.00美元,2019-10-14
11925,Sidoti&Co.将U.S. Concrete目标价从56.00美元上调至60.00美元,2019-10-14
11926,加皇资本市场将JELD-WEN目标价从20.00美元下调至17.00美元,2019-10-14
11927,Wedbush将Wendy's目标价从20.00美元上调至22.00美元,2019-10-14
11928,摩根大通将高露洁棕榄目标价从78.00美元下调至76.00美元,2019-10-14
11929,摩根大通将CMS Energy目标价从72.00美元下调至71.00美元,2019-10-14
11930,摩根大通将Sempra Energy目标价从136.00美元上调至148.00美元,2019-10-14
11931,摩根大通将NextEra Energy目标价从214.00美元上调至252.00美元,2019-10-14
11932,美国银行将Omega Healthcare目标价定为44.50美元,2019-10-14
11933,摩根大通将Entergy目标价从116.00美元上调至129.00美元,2019-10-14
11934,摩根大通将杜克能源目标价从91.00美元上调至102.00美元,2019-10-14
11935,花旗集团将Zscaler目标价定为50.00美元,2019-10-14
11936,摩根大通将Dominion Energy目标价从78.00美元上调至86.00美元,2019-10-14
11937,花旗集团将西联汇款目标价从17.50美元上调至20.50美元,2019-10-14
11938,摩根大通将Avangrid目标价从47.00美元上调至50.00美元,2019-10-14
11939,摩根大通将Atmos Energy目标价从115.00美元上调至122.00美元,2019-10-14
11940,摩根大通将美国电力公司目标价从92.00美元上调至104.00美元,2019-10-14
11941,花旗集团将Q2 Holdings目标价定为88.00美元,2019-10-14
11942,Monness Crespi Hardt将亚什兰全球控股公司目标价定为88.00美元,2019-10-14
11943,瑞士信贷将Edwards Lifesciences目标价从226.00美元上调至261.00美元,2019-10-14
11944,瑞士信贷将Dollar Tree目标价从110.00美元上调至125.00美元,2019-10-14
11945,花旗集团将菲利普莫里斯国际集团公司目标价从110.00美元下调至90.00美元,2019-10-14
11946,BTIG将LendingClub目标价从30.00美元下调至23.00美元,2019-10-14
11947,花旗集团将Okta目标价定为150.00美元,2019-10-14
11948,花旗集团将DXC Technology目标价从60.00美元下调至47.00美元,2019-10-14
11949,花旗集团将高知特目标价从76.00美元下调至69.00美元,2019-10-14
11950,瑞士信贷将Danaher目标价定为151.00美元,2019-10-14
11951,Raymond James将Health Insur Innovations目标价从50.00美元下调至40.00美元,2019-10-14
11952,美国银行将IAC/InterActive目标价从340.00美元上调至365.00美元,2019-10-14
11953,Raymond James将Brown&Brown目标价从38.00美元上调至39.00美元,2019-10-14
11954,摩根士丹利将Oasis Petroleum目标价从3.75美元上调至4.00美元,2019-10-14
11955,摩根士丹利将LPL Financial Holdings目标价从90.00美元下调至84.00美元,2019-10-14
11956,摩根士丹利将Fastenal目标价从29.00美元上调至31.00美元,2019-10-14
11957,Raymond James将强生公司目标价从146.00美元下调至145.00美元,2019-10-14
11958,摩根士丹利将E*Trade目标价从57.00美元下调至46.00美元,2019-10-14
11959,摩根士丹利将Diamondback Energy目标价从131.00美元下调至129.00美元,2019-10-14
11960,Raymond James将Edwards Lifesciences目标价从232.00美元上调至250.00美元,2019-10-14
11961,摩根士丹利将ContinentalRes Oklahoma目标价从44.00美元下调至43.00美元,2019-10-14
11962,摩根士丹利将康菲石油公司目标价从81.00美元下调至79.00美元,2019-10-14
11963,Cowen&Co.将Exagen目标价定为17.00美元,2019-10-14
11964,Ladenburg Thalmann将GrowGeneration目标价定为7.00美元,2019-10-14
11965,KeyBanc将Bloom Energy目标价定为5.00美元,2019-10-14
11966,摩根士丹利将切萨皮克能源公司目标价从2.50美元下调至2.25美元,2019-10-14
11967,Raymond James将波士顿科学公司目标价从50.00美元下调至48.00美元,2019-10-14
11968,Raymond James将雅培制药目标价从93.00美元下调至90.00美元,2019-10-14
11969,摩根士丹利将嘉信理财集团目标价从48.00美元下调至43.00美元,2019-10-14
11970,Raymond James将Netflix目标价从450.00美元下调至415.00美元,2019-10-14
11971,Raymond James将Ping Identity Holding目标价定为21.00美元,2019-10-14
11972,花旗集团将德美利证券目标价从35.50美元下调至27.00美元,2019-10-14
11973,花旗集团将CrowdStrike Holdings目标价定为43.00美元,2019-10-14
11974,摩根士丹利将Netflix目标价从450.00美元下调至400.00美元,2019-10-14
11975,瑞银将Tapestry目标价定为25.00美元,2019-10-14
11976,富国银行将Mohawk目标价定为110.00美元,2019-10-14
11977,Imperial Capital将Planet Fitness目标价定为72.50美元,2019-10-14
11978,花旗集团将Ping Identity Holding目标价定为22.00美元,2019-10-14
11979,Oppenheimer将Ping Identity Holding目标价定为22.00美元,2019-10-14
11980,摩根士丹利将Envista Holdings目标价定为29.00美元,2019-10-14
11981,美国银行将Medical Properties Trust目标价定为19.50美元,2019-10-14
11982,Stifel Nicolaus将Ping Identity Holding目标价定为24.00美元,2019-10-14
11983,德银将Ping Identity Holding目标价定为21.00美元,2019-10-14
11984,瑞士信贷将Envista Holdings目标价定为30.00美元,2019-10-14
11985,美国富瑞金融集团将Envista Holdings目标价定为34.00美元,2019-10-14
11986,Stifel Nicolaus将Envista Holdings目标价定为34.00美元,2019-10-14
11987,贝雅将Envista Holdings目标价定为33.00美元,2019-10-14
11988,摩根大通将Envista Holdings目标价定为32.00美元,2019-10-14
11989,高盛将Datadog目标价定为33.00美元,2019-10-14
11990,高盛将Envista Holdings目标价定为33.00美元,2019-10-14
11991,高盛将Ping Identity Holding目标价定为24.00美元,2019-10-14
11992,Stifel Nicolaus将IGM Biosciences目标价定为32.00美元,2019-10-14
11993,巴克莱将Ping Identity Holding目标价定为21.00美元,2019-10-14
11994,Piper Jaffray将IGM Biosciences目标价定为26.00美元,2019-10-14
11995,Guggenheim将IGM Biosciences目标价定为30.00美元,2019-10-14
11996,巴克莱将Datadog目标价定为45.00美元,2019-10-14
11997,富国银行将Beyond Meat目标价定为125.00美元,2019-10-14
11998,摩根大通将Datadog目标价定为45.00美元,2019-10-14
11999,Stifel Nicolaus将Datadog目标价定为40.00美元,2019-10-14
12000,美国富瑞金融集团将Datadog目标价定为34.00美元,2019-10-14
12001,美国银行将Ping Identity Holding目标价定为21.00美元,2019-10-14
12002,Stephens&Co.将达美航空公司目标价从75.00美元下调至57.00美元,2019-10-14
12003,Cowen&Co.将Arconic目标价从26.00美元上调至31.00美元,2019-10-14
12004,BTIG将Varian Medical目标价定为130.00美元,2019-10-14
12005,野村证券将赛灵思目标价定为115.00美元,2019-10-14
12006,KeyBanc将Universal Stainless目标价从24.00美元下调至20.00美元,2019-10-14
12007,KeyBanc将Allegheny Technologies目标价从33.00美元下调至28.00美元,2019-10-14
12008,* 大华继显将网易公司目标价从270.27美元下调至269.52美元 >NTES,2019-10-14
12009,* 花旗研究将许继电气目标价从人民币10元上调至人民币11.30元,2019-10-14
12010,* 野村证券将招商银行目标价从46.32港元上调至46.50港元,2019-10-14
12011,* 野村证券将建设银行目标价从人民币7.43元下调至人民币6.69元,2019-10-14
12012,* 野村证券将平安银行目标价从人民币15.76元上调至人民币17.56元>000001.SZ,2019-10-14
12013,* 大和将华能新能源目标价从2.90港元上调至3.17港元,2019-10-14
12014,* 大和资本将大唐新能源目标价从0.80港元上调至0.95港元>1798.HK,2019-10-14
12015,摩根士丹利将Fortive目标价从85.00美元下调至70.00美元,2019-10-11
12016,摩根士丹利将罗克韦尔自动化公司目标价从145.00美元下调至142.00美元,2019-10-11
12017,FBN Securities将World Wrestling目标价定为100.00美元,2019-10-11
12018,Cowen&Co.将Advanced Energy目标价从60.00美元下调至57.00美元,2019-10-11
12019,瑞银将Virtu Financial目标价从25.00美元下调至21.00美元,2019-10-11
12020,瑞银将TPI Composites目标价从29.00美元下调至27.00美元,2019-10-11
12021,瑞银将PG&E目标价从13.00美元下调至10.00美元,2019-10-11
12022,瑞银将Kraton目标价从25.00美元下调至17.00美元,2019-10-11
12023,瑞银将Werner Enterprises目标价从35.00美元上调至38.00美元,2019-10-11
12024,B. Riley将Hecla Mining目标价从2.30美元下调至1.80美元,2019-10-11
12025,SunTrust Robinson Humphrey将Kronos Worldwide目标价从13.00美元下调至12.00美元,2019-10-11
12026,SunTrust Robinson Humphrey将Kraton目标价从33.00美元下调至24.00美元,2019-10-11
12027,SunTrust Robinson Humphrey将Element Solutions目标价从11.00美元下调至10.00美元,2019-10-11
12028,SunTrust Robinson Humphrey将伊士曼化工公司目标价从80.00美元下调至75.00美元,2019-10-11
12029,Oppenheimer将New Relic目标价从85.00美元下调至80.00美元,2019-10-11
12030,SunTrust Robinson Humphrey将杜邦公司目标价从75.00美元下调至68.00美元,2019-10-11
12031,SunTrust Robinson Humphrey将陶氏化学公司目标价从52.00美元下调至46.00美元,2019-10-11
12032,Oppenheimer将MongoDB目标价从180.00美元下调至155.00美元,2019-10-11
12033,Oppenheimer将Twilio目标价从160.00美元下调至145.00美元,2019-10-11
12034,SunTrust Robinson Humphrey将Corteva目标价从30.00美元下调至28.00美元,2019-10-11
12035,SunTrust Robinson Humphrey将塞拉尼斯目标价从108.00美元上调至120.00美元,2019-10-11
12036,摩根士丹利将Ionis Pharmaceuticals目标价从68.00美元下调至63.00美元,2019-10-11
12037,瑞士信贷将卡特彼勒公司目标价从165.00美元下调至149.00美元,2019-10-11
12038,摩根士丹利将Lennox目标价从210.00美元下调至207.00美元,2019-10-11
12039,摩根士丹利将REGENXBIO目标价从85.00美元下调至59.00美元,2019-10-11
12040,摩根士丹利将Sarepta Therapeutics目标价从220.00美元下调至160.00美元,2019-10-11
12041,Berenberg将联邦快递集团目标价从175.00美元下调至155.00美元,2019-10-11
12042,摩根士丹利将TechnipFMC目标价从34.00美元下调至33.00美元,2019-10-11
12043,摩根士丹利将Voyager Therapeutics目标价从28.00美元下调至26.00美元,2019-10-11
12044,Wedbush将苹果公司目标价从245.00美元上调至265.00美元,2019-10-11
12045,SunTrust Robinson Humphrey将Activision Blizzard目标价从56.00美元上调至59.00美元,2019-10-11
12046,野村证券将Park Hotels&Resorts目标价从33.00美元下调至29.00美元,2019-10-11
12047,Roth Capital将GrowGeneration目标价定为7.50美元,2019-10-11
12048,摩根士丹利将Blueprint Medicines目标价从110.00美元下调至109.00美元,2019-10-11
12049,摩根士丹利将bluebird bio目标价从136.00美元下调至104.00美元,2019-10-11
12050,摩根士丹利将百健目标价从211.00美元上调至212.00美元,2019-10-11
12051,摩根士丹利将百济神州目标价从201.00美元下调至200.00美元,2019-10-11
12052,摩根士丹利将Alexion Pharmaceuticals目标价从177.00美元下调至170.00美元,2019-10-11
12053,摩根士丹利将Acceleron Pharma目标价从52.00美元下调至48.00美元,2019-10-11
12054,New Street将KT Corp目标价定为14.10美元,2019-10-11
12055,高盛将CrowdStrike Holdings目标价从83.00美元下调至66.00美元,2019-10-11
12056,Buckingham将达美航空公司目标价从58.00美元下调至56.00美元,2019-10-11
12057,德银将PennyMac Mtg Invt Tr目标价定为24.00美元,2019-10-11
12058,Buckingham将Hovnanian Enterprises目标价从11.00美元上调至24.00美元,2019-10-11
12059,Buckingham将MSCI明晟目标价从222.00美元下调至218.00美元,2019-10-11
12060,Roth Capital将Priority Tech Holdings目标价定为9.00美元,2019-10-11
12061,瑞穗将Avalara目标价定为90.00美元,2019-10-11
12062,加皇资本市场将Valley National Bancorp目标价定为13.00美元,2019-10-11
12063,加皇资本市场将Twilio目标价定为135.00美元,2019-10-11
12064,SVB Leerink将Ra Pharmaceuticals目标价从38.00美元上调至48.00美元,2019-10-11
12065,瑞银将Knight-Swift Transport目标价从39.00美元上调至40.00美元,2019-10-11
12066,86 Research将京东目标价从35.00美元上调至41.00美元,2019-10-11
12067,瑞银将RMR Group目标价定为46.00美元,2019-10-11
12068,美国银行将Foundation Building Matls目标价定为20.00美元,2019-10-11
12069,瑞银将Schneider National目标价从20.00美元上调至25.00美元,2019-10-11
12070,高盛将Workday目标价定为223.00美元,2019-10-11
12071,Raymond James将道富银行目标价从72.00美元下调至69.00美元,2019-10-11
12072,Raymond James将达美航空公司目标价从70.00美元下调至64.00美元,2019-10-11
12073,野村证券将Square Inc.目标价定为49.00美元,2019-10-11
12074,Evercore ISI Group将Solid Biosciences目标价定为22.00美元,2019-10-11
12075,MKM Partners将Peloton Interactive目标价定为24.00美元,2019-10-11
12076,贝雅将Phreesia目标价定为31.00美元,2019-10-11
12077,加皇资本市场将Provident Fincl Services目标价定为26.00美元,2019-10-11
12078,加皇资本市场将Investors Bancorp目标价定为15.00美元,2019-10-11
12079,BTIG将International Seaways目标价定为30.00美元,2019-10-11
12080,"Keefe,Bruyette&Woods将Guaranty Bancshares目标价定为33.00美元",2019-10-11
12081,加皇资本市场将First Commonwealth(PA)目标价定为16.00美元,2019-10-11
12082,美国富瑞金融集团将Clarus目标价定为18.00美元,2019-10-11
12083,Stifel Nicolaus将Targa Resources目标价定为41.00美元,2019-10-11
12084,加皇资本市场将Trade Desk目标价定为250.00美元,2019-10-11
12085,加皇资本市场将Roku目标价从107.00美元上调至155.00美元,2019-10-11
12086,Stifel Nicolaus将Deckers Outdoor目标价从166.00美元上调至170.00美元,2019-10-11
12087,KeyBanc将Life Storage目标价从110.00美元上调至114.00美元,2019-10-11
12088,KeyBanc将Cooper Cos目标价从351.00美元下调至348.00美元,2019-10-11
12089,* 大华继显将雅各臣科研制药目标价从2.16港元下调至1.82港元,2019-10-11
12090,* 大华继显将东阳光药目标价从53.07港元上调至55.00港元,2019-10-11
12091,* 美国富瑞金融集团将爱奇艺目标价从20.80美元下调至20.00美元,2019-10-11
12092,* 大和将友邦保险目标价从98港元下调至95港元>1299.HK,2019-10-11
12093,德银将Ichor Holdings目标价从25.00美元上调至27.00美元,2019-10-11
12094,德银将应用材料目标价从47.00美元上调至52.00美元,2019-10-11
12095,德银将SL Green Realty目标价从106.00美元下调至96.00美元,2019-10-11
12096,德银将Kilroy Realty目标价从89.00美元下调至86.00美元,2019-10-11
12097,德银将Mack-Cali Realty目标价从23.00美元上调至24.00美元,2019-10-11
12098,德银将Boston Properties目标价从145.00美元上调至148.00美元,2019-10-11
12099,摩根大通将Paccar目标价从70.00美元下调至66.00美元,2019-10-10
12100,摩根大通将北美信托银行目标价从101.50美元下调至98.00美元,2019-10-10
12101,摩根大通将HD Supply Holdings目标价从43.00美元下调至42.00美元,2019-10-10
12102,摩根大通将Freeport-McMoRan目标价从14.00美元下调至12.00美元,2019-10-10
12103,摩根大通将Fifth Third Bancorp目标价从32.00美元下调至30.50美元,2019-10-10
12104,摩根大通将花旗集团目标价从花旗集团美元下调至77.50美元,2019-10-10
12105,摩根大通将纽约梅隆银行股份有限公司目标价从47.00美元下调至45.00美元,2019-10-10
12106,摩根大通将美国银行目标价从美国银行美元下调至30.00美元,2019-10-10
12107,摩根大通将美国铝业公司目标价从44.00美元下调至26.00美元,2019-10-10
12108,摩根大通将WW Grainger目标价从297.00美元上调至301.00美元,2019-10-10
12109,摩根大通将Watsco目标价从132.00美元上调至138.00美元,2019-10-10
12110,摩根大通将VEREIT目标价从10.00美元上调至11.00美元,2019-10-10
12111,摩根大通将联合技术公司目标价从150.00美元上调至155.00美元,2019-10-10
12112,摩根大通将Roper Technologies目标价从291.00美元上调至298.00美元,2019-10-10
12113,摩根大通将罗克韦尔自动化公司目标价从145.00美元上调至146.00美元,2019-10-10
12114,摩根大通将MSC Industrial目标价从78.00美元上调至79.00美元,2019-10-10
12115,摩根大通将Lennox目标价从215.00美元上调至225.00美元,2019-10-10
12116,Sidoti&Co.将FTI Consulting目标价从121.00美元上调至134.00美元,2019-10-10
12117,美国银行将Macerich目标价从34.00美元下调至30.00美元,2019-10-10
12118,Craig-Hallum将USA Technologies目标价定为10.00美元,2019-10-10
12119,交银国际将乐信集团目标价定为12.34美元,2019-10-10
12120,美国银行将必治妥施贵宝目标价从49.00美元上调至50.00美元,2019-10-10
12121,交银国际将趣店目标价定为6.82美元,2019-10-10
12122,瑞银将Reinsurance Group目标价从156.00美元下调至154.00美元,2019-10-10
12123,瑞银将信安金融服务公司目标价从49.00美元下调至48.00美元,2019-10-10
12124,瑞银将Globe Life目标价从85.00美元下调至84.00美元,2019-10-10
12125,美国富瑞金融集团将Diamond S Shipping目标价定为19.00美元,2019-10-10
12126,瑞银将Netflix目标价从420.00美元下调至370.00美元,2019-10-10
12127,瑞银将Voya Financial目标价从57.00美元上调至59.00美元,2019-10-10
12128,瑞银将保德信金融集团目标价从84.00美元上调至85.00美元,2019-10-10
12129,Maxim Group将BioCardia目标价定为9.00美元,2019-10-10
12130,瑞银将大都会保险目标价从46.00美元上调至47.00美元,2019-10-10
12131,瑞银将林肯国民集团目标价从55.00美元上调至56.00美元,2019-10-10
12132,富国银行将Ionis Pharmaceuticals目标价从90.00美元上调至120.00美元,2019-10-10
12133,瑞银将Aflac目标价从51.00美元上调至53.00美元,2019-10-10
12134,瑞穗将Xcel Energy目标价从50.00美元上调至64.00美元,2019-10-10
12135,富国银行将Chipotle Mexican目标价从714.00美元上调至796.00美元,2019-10-10
12136,瑞士信贷将洛克希德-马丁公司目标价从379.00美元上调至401.00美元,2019-10-10
12137,Needham将优步目标价从52.00美元下调至50.00美元,2019-10-10
12138,Maxim Group将FlexShopper目标价定为3.00美元,2019-10-10
12139,摩根士丹利将Verisk Analytics目标价从163.00美元上调至164.00美元,2019-10-10
12140,摩根士丹利将美国联合大陆控股有限公司目标价从108.00美元下调至103.00美元,2019-10-10
12141,摩根士丹利将TransUnion目标价从83.00美元下调至81.00美元,2019-10-10
12142,National Securities将MTBC目标价定为6.00美元,2019-10-10
12143,摩根士丹利将TransDigm目标价从570.00美元下调至560.00美元,2019-10-10
12144,摩根大通将John Bean Technologies目标价从90.00美元上调至96.00美元,2019-10-10
12145,摩根士丹利将美国德事隆有限公司目标价从49.00美元上调至51.00美元,2019-10-10
12146,摩根大通将Hubbell目标价从135.00美元上调至145.00美元,2019-10-10
12147,摩根大通将霍尼韦尔目标价从178.00美元上调至184.00美元,2019-10-10
12148,摩根士丹利将Spirit Airlines目标价从38.00美元下调至37.00美元,2019-10-10
12149,摩根大通将Evoqua Water Technologies目标价从11.00美元上调至14.00美元,2019-10-10
12150,摩根士丹利将美国西南航空目标价从60.00美元上调至63.00美元,2019-10-10
